district_id,name,state_id,state,area,towns,villages_inhabited,villages_uninhabited
532,Adilabad,28,Andhra Pradesh,16105.00,22,1590,135
533,Nizamabad,28,Andhra Pradesh,7956.00,8,847,65
534,Karimnagar,28,Andhra Pradesh,11823.00,13,1037,42
535,Medak,28,Andhra Pradesh,9699.00,24,1201,30
536,Hyderabad,28,Andhra Pradesh,217.00,3,0,0
537,Rangareddy,28,Andhra Pradesh,7493.00,24,817,53
538,Mahbubnagar,28,Andhra Pradesh,18432.00,18,1465,72
539,Nalgonda,28,Andhra Pradesh,14240.00,17,1107,28
540,Warangal,28,Andhra Pradesh,12846.00,15,961,88
541,Khammam,28,Andhra Pradesh,16029.00,14,1103,120
542,Srikakulam,28,Andhra Pradesh,5837.00,12,1701,101
543,Vizianagaram,28,Andhra Pradesh,6539.00,14,1452,68
544,Visakhapatnam,28,Andhra Pradesh,11161.00,15,3072,193
545,East Godavari,28,Andhra Pradesh,10807.00,19,1312,62
546,West Godavari,28,Andhra Pradesh,7742.00,13,842,39
547,Krishna,28,Andhra Pradesh,8727.00,17,934,34
548,Guntur,28,Andhra Pradesh,11391.00,14,691,21
549,Prakasam,28,Andhra Pradesh,17626.00,13,985,96
550,Sri Potti Sriramulu Nellore,28,Andhra Pradesh,13076.00,10,1093,84
551,Y.s.r.,28,Andhra Pradesh,15359.00,18,830,89
552,Kurnool,28,Andhra Pradesh,17658.00,12,870,28
553,Anantapur,28,Andhra Pradesh,19130.00,16,921,28
554,Chittoor,28,Andhra Pradesh,15152.00,22,1455,38
555,Belgaum,29,Karnataka,13433.00,31,1263,12
556,Bagalkot,29,Karnataka,6552.00,15,613,11
557,Bijapur,29,Karnataka,10498.00,6,679,13
558,Bidar,29,Karnataka,5448.00,7,595,25
559,Raichur,29,Karnataka,8442.00,9,815,69
560,Koppal,29,Karnataka,5570.00,5,595,34
561,Gadag,29,Karnataka,4657.00,9,322,15
562,Dharwad,29,Karnataka,4260.00,6,361,18
563,Uttara Kannada,29,Karnataka,10277.00,18,1243,46
564,Haveri,29,Karnataka,4823.00,10,696,7
565,Bellary,29,Karnataka,8461.00,13,522,30
566,Chitradurga,29,Karnataka,8436.00,8,948,115
567,Davanagere,29,Karnataka,5924.00,8,800,123
568,Shimoga,29,Karnataka,8478.00,9,1444,86
569,Udupi,29,Karnataka,3582.00,20,233,0
570,Chikmagalur,29,Karnataka,7202.00,9,1022,95
571,Tumkur,29,Karnataka,10597.00,12,2582,133
572,Bangalore,29,Karnataka,2196.00,16,562,26
573,Mandya,29,Karnataka,4962.00,9,1368,109
574,Hassan,29,Karnataka,6814.00,11,2418,156
575,Dakshina Kannada,29,Karnataka,4861.00,41,331,0
576,Kodagu,29,Karnataka,4102.00,5,291,5
577,Mysore,29,Karnataka,6307.00,19,1199,137
578,Chamrajnagar,29,Karnataka,5648.00,5,428,81
579,Gulbarga,29,Karnataka,10954.00,11,871,47
580,Yadgir,29,Karnataka,5270.00,7,487,26
581,Kolar,29,Karnataka,3979.00,7,1608,189
582,Chikkaballapura,29,Karnataka,4244.00,8,1324,189
583,Bangalore Rural,29,Karnataka,2298.00,7,957,94
584,Ramanagara,29,Karnataka,3516.00,6,820,52
585,North Goa,30,Goa,1736.00,47,188,6
586,South Goa,30,Goa,1966.00,23,132,8
587,Lakshadweep,31,Lakshadweep,30.00,6,6,15
588,Kasaragod,32,Kerala,1989.00,27,93,0
589,Kannur,32,Kerala,2961.00,67,56,0
590,Wayanad,32,Kerala,2130.00,1,48,0
591,Kozhikode,32,Kerala,2345.00,51,51,0
592,Malappuram,32,Kerala,3554.00,44,83,0
593,Palakkad,32,Kerala,4482.00,21,131,0
594,Thrissur,32,Kerala,3027.00,135,98,0
595,Ernakulam,32,Kerala,3063.00,56,61,0
596,Idukki,32,Kerala,4356.00,1,64,0
597,Kottayam,32,Kerala,2206.00,17,80,0
598,Alappuzha,32,Kerala,1415.00,38,51,1
599,Pathanamthitta,32,Kerala,2652.00,4,64,0
600,Kollam,32,Kerala,2483.00,27,69,0
601,Thiruvananthapuram,32,Kerala,2189.00,31,68,0
602,Thiruvallur,33,Tamil Nadu,3394.00,58,582,35
603,Chennai,33,Tamil Nadu,175.00,1,0,0
604,Kancheepuram,33,Tamil Nadu,4483.00,75,962,57
605,Vellore,33,Tamil Nadu,6075.00,72,763,95
606,Tiruvannamalai,33,Tamil Nadu,6188.00,22,1039,56
607,Viluppuram,33,Tamil Nadu,7194.00,19,1431,55
608,Salem,33,Tamil Nadu,5237.00,68,517,68
609,Namakkal,33,Tamil Nadu,3420.00,34,362,27
610,Erode,33,Tamil Nadu,5760.00,59,287,19
611,The Nilgiris,33,Tamil Nadu,2565.00,18,40,0
612,Dindigul,33,Tamil Nadu,6036.00,34,330,32
613,Karur,33,Tamil Nadu,2904.00,19,169,1
614,Tiruchirappalli,33,Tamil Nadu,4509.00,31,431,40
615,Perambalur,33,Tamil Nadu,1756.00,5,147,12
616,Ariyalur,33,Tamil Nadu,1940.00,4,189,24
617,Cuddalore,33,Tamil Nadu,3703.00,30,799,29
618,Nagappattinam,33,Tamil Nadu,2569.00,14,486,5
619,Thiruvarur,33,Tamil Nadu,2274.00,11,538,9
620,Thanjavur,33,Tamil Nadu,3411.00,34,789,16
621,Pudukkottai,33,Tamil Nadu,4644.00,16,732,18
622,Sivaganga,33,Tamil Nadu,4233.00,16,508,7
623,Madurai,33,Tamil Nadu,3710.00,39,526,44
624,Theni,33,Tamil Nadu,2868.00,28,80,18
625,Virudunagar,33,Tamil Nadu,4241.00,44,475,95
626,Ramanathapuram,33,Tamil Nadu,4104.00,17,383,10
627,Thoothukkudi,33,Tamil Nadu,4745.00,35,432,7
628,Tirunelveli,33,Tamil Nadu,6693.00,53,430,35
629,Kanniyakumari,33,Tamil Nadu,1684.00,96,56,7
630,Dharmapuri,33,Tamil Nadu,4497.00,13,448,38
631,Krishnagiri,33,Tamil Nadu,5129.00,14,602,53
632,Coimbatore,33,Tamil Nadu,4732.00,69,219,18
633,Tiruppur,33,Tamil Nadu,5187.00,49,297,0
634,Yanam,34,Puducherry,30.00,1,0,0
635,Puducherry,34,Puducherry,294.00,6,62,0
636,Mahe,34,Puducherry,9.00,1,0,0
637,Karaikal,34,Puducherry,157.00,2,28,0
638,Nicobar,35,Andaman & Nicobar Island,1841.00,0,90,110
639,North & Middle Andaman,35,Andaman & Nicobar Island,3736.00,1,198,29
640,South Andaman,35,Andaman & Nicobar Island,2672.00,4,108,20
