district_id,total_none,total_0,total_5,total_10,total_15,total_20,total_25,total_30,total_35,total_40,total_45,total_50,total_55,total_60,total_65,total_70,total_75,total_80,total_85,total_90,total_95,total_100,male_none,male_0,male_5,male_10,male_15,male_20,male_25,male_30,male_35,male_40,male_45,male_50,male_55,male_60,male_65,male_70,male_75,male_80,male_85,male_90,male_95,male_100,female_none,female_0,female_5,female_10,female_15,female_20,female_25,female_30,female_35,female_40,female_45,female_50,female_55,female_60,female_65,female_70,female_75,female_80,female_85,female_90,female_95,female_100
165,2113,155116,182538,195572,186139,151585,131867,115546,115757,97633,81154,63912,53368,53136,39249,31240,15039,10578,3789,2438,1140,1065,1151,81918,97661,105015,104190,85145,70593,59202,60242,52507,43471,34970,26911,27922,19918,17244,7898,5709,2090,1242,561,532,962,73198,84877,90557,81949,66440,61274,56344,55515,45126,37683,28942,26457,25214,19331,13996,7141,4869,1699,1196,579,533
166,8243,176054,202621,220752,206224,193696,171954,151261,142728,117139,99600,76567,62054,60939,41150,32071,15532,10707,3925,2630,1133,1623,4432,94370,108339,118060,111925,103562,90997,77341,74869,62343,52536,42018,30905,31456,20391,16658,7564,5246,1892,1227,515,790,3811,81684,94282,102692,94299,90134,80957,73920,67859,54796,47064,34549,31149,29483,20759,15413,7968,5461,2033,1403,618,833
167,3295,144991,158815,159906,120035,112480,97324,82949,74157,59444,48530,38750,32306,32586,21609,16983,7480,5496,1876,1358,589,633,1755,75515,82774,85307,64722,58160,51412,42206,39155,32220,25342,21184,15721,17186,10749,8976,3609,2838,969,633,285,293,1540,69476,76041,74599,55313,54320,45912,40743,35002,27224,23188,17566,16585,15400,10860,8007,3871,2658,907,725,304,340
168,2034,101838,128013,137661,120501,93214,79547,73314,71822,62580,52652,41655,34213,34401,26275,20966,10212,7344,2761,1713,674,895,1104,53896,67809,73057,67663,54530,43271,37519,37619,33093,28234,22881,17150,18046,13387,11596,5451,4008,1515,882,352,474,930,47942,60204,64604,52838,38684,36276,35795,34203,29487,24418,18774,17063,16355,12888,9370,4761,3336,1246,831,322,421
169,10104,84218,106441,111656,90352,71018,63382,58154,56690,47364,39186,30728,25406,26877,20037,16093,8045,5620,2109,1240,598,640,5465,44600,55866,59534,49797,39445,33571,29454,29737,25504,20993,17012,12540,14176,10155,8910,4217,2999,1115,637,296,335,4639,39618,50575,52122,40555,31573,29811,28700,26953,21860,18193,13716,12866,12701,9882,7183,3828,2621,994,603,302,305
170,5141,195350,236411,238071,180054,142223,128323,119393,115510,96312,77312,60522,49002,52866,40371,31755,14078,9607,3216,2090,984,819,2875,101953,125217,126811,103999,83118,68309,60601,60190,51931,41209,33576,23866,27250,20642,17674,7493,5299,1808,1131,490,434,2266,93397,111194,111260,76055,59105,60014,58792,55320,44381,36103,26946,25136,25616,19729,14081,6585,4308,1408,959,494,385
171,2787,116022,138722,136346,99594,77556,69806,65591,60746,48739,39152,30818,25491,28269,21124,15718,6908,4740,1642,1002,516,441,1472,60425,72982,72079,56814,43587,36441,32902,31724,26186,20588,17073,12323,14585,11115,9062,3732,2667,907,554,271,232,1315,55597,65740,64267,42780,33969,33365,32689,29022,22553,18564,13745,13168,13684,10009,6656,3176,2073,735,448,245,209
172,8525,255450,326040,343215,300863,217301,181961,169221,168726,145099,120785,93577,77375,82244,57963,42665,18464,12856,4434,3009,1329,1631,4549,133425,171843,180601,160891,123116,95341,83619,86048,76042,64018,50763,37359,42437,29393,23312,9655,6905,2337,1560,697,811,3976,122025,154197,162614,139972,94185,86620,85602,82678,69057,56767,42814,40016,39807,28570,19353,8809,5951,2097,1449,632,820
173,10748,291020,401775,434350,391921,262655,220848,203114,198196,163046,139371,111651,95320,100044,69828,54327,25433,19061,7236,4721,1784,2692,6071,151016,209824,225198,194794,131349,104917,93884,94396,79873,67580,57433,44340,50611,34636,28850,12943,10005,3809,2369,905,1282,4677,140004,191951,209152,197127,131306,115931,109230,103800,83173,71791,54218,50980,49433,35192,25477,12490,9056,3427,2352,879,1410
174,18540,177787,224038,221913,177921,123514,108926,101545,95843,76437,62576,47190,40525,46908,31324,22307,9213,6573,2493,1805,832,1386,9913,91953,116970,116681,96436,70064,55911,50459,49407,40251,32418,25920,18330,24078,15819,12175,4700,3514,1373,948,438,727,8627,85834,107068,105232,81485,53450,53015,51086,46436,36186,30158,21270,22195,22830,15505,10132,4513,3059,1120,857,394,659
175,36626,581819,736361,754726,694755,541676,455067,392999,377195,305313,259717,200019,166945,165873,111881,78881,36694,26192,11627,7386,3396,9243,21050,305961,390443,397464,372911,294863,235055,197830,193427,159422,134804,108208,81915,86585,58103,43772,19346,14022,6197,3917,1797,4715,15576,275858,345918,357262,321844,246813,220012,195169,183768,145891,124913,91811,85030,79288,53778,35109,17348,12170,5430,3469,1599,4528
176,62601,342718,423040,418506,361364,270794,226913,209023,205910,164567,129994,99185,83878,98833,67786,46845,19146,13840,5339,4063,1972,4382,33490,176013,220416,219305,190581,146348,118991,105983,108721,89946,69769,54717,39130,50452,34704,24490,9464,6758,2609,1979,975,2232,29111,166705,202624,199201,170783,124446,107922,103040,97189,74621,60225,44468,44748,48381,33082,22355,9682,7082,2730,2084,997,2150
177,25684,235429,303041,317092,290637,213055,175578,158575,154799,125304,104470,83657,71318,76720,55430,39800,16942,12110,4392,3262,1456,2245,13864,121120,157790,163715,146066,108201,87695,77039,78415,64461,53803,43962,34577,38679,28504,21162,8590,6258,2288,1644,703,1092,11820,114309,145251,153377,144571,104854,87883,81536,76384,60843,50667,39695,36741,38041,26926,18638,8352,5852,2104,1618,753,1153
178,15931,218466,297824,314511,295632,208988,164073,148295,147499,119923,99512,77499,68179,76704,58321,41651,18650,13451,5059,3620,1570,2530,8632,112365,154650,161299,146637,103438,80772,69859,73214,60617,51377,40734,33070,38611,30502,23140,9815,7186,2632,1849,769,1242,7299,106101,143174,153212,148995,105550,83301,78436,74285,59306,48135,36765,35109,38093,27819,18511,8835,6265,2427,1771,801,1288
179,11856,366307,478643,501628,447781,316021,266495,242916,235665,190261,159380,127558,109754,122071,88011,64721,28330,20838,7569,5477,2607,3228,5980,189130,249853,258893,224726,156531,129232,113909,115986,96569,80270,66678,51582,61392,44601,34637,14379,10711,4022,2717,1251,1537,5876,177177,228790,242735,223055,159490,137263,129007,119679,93692,79110,60880,58172,60679,43410,30084,13951,10127,3547,2760,1356,1691
180,11397,433627,512714,453980,342884,273936,258605,236337,219336,166933,131740,102146,85500,100223,66879,46701,18518,13838,4598,3434,1398,3007,7001,222842,268444,244855,193005,145611,132082,120100,115279,92292,68666,57317,39069,52509,35093,26314,9565,7349,2345,1785,737,1624,4396,210785,244270,209125,149879,128325,126523,116237,104057,74641,63074,44829,46431,47714,31786,20387,8953,6489,2253,1649,661,1383
181,4841,141414,163248,141375,102531,88622,86253,76251,70059,54330,44458,35493,27699,29638,20020,15846,6097,4881,1640,1219,464,982,2519,72475,86626,77538,57991,46179,44141,38866,36849,30032,22851,20464,13167,16407,10217,9250,3233,2710,906,704,250,522,2322,68939,76622,63837,44540,42443,42112,37385,33210,24298,21607,15029,14532,13231,9803,6596,2864,2171,734,515,214,460
182,7166,259044,322360,289199,223567,169110,151933,132088,126517,99190,84544,67624,57200,59015,41034,29730,12011,9128,3017,2520,1045,1623,3660,131789,168025,153657,117153,87080,76408,65056,64276,52924,42644,37581,27712,32259,21632,17297,6225,4988,1608,1339,549,859,3506,127255,154335,135542,106414,82030,75525,67032,62241,46266,41900,30043,29488,26756,19402,12433,5786,4140,1409,1181,496,764
183,11354,374592,478369,455948,374033,286212,253924,223509,209818,164034,137542,110883,89995,98213,65760,49303,20138,15722,5459,3949,1610,3552,6713,193343,250847,240736,199296,148915,127786,111053,107416,87301,69641,61058,42750,52107,34330,27596,10350,8297,2957,2014,810,1830,4641,181249,227522,215212,174737,137297,126138,112456,102402,76733,67901,49825,47245,46106,31430,21707,9788,7425,2502,1935,800,1722
184,4922,320484,384277,347043,267015,195854,175723,151764,144438,111945,95855,76414,71019,83925,55096,37752,15108,11086,3826,2836,1128,1787,2518,164995,199384,178250,131641,95507,84427,71947,70583,57329,47708,41282,32585,44985,30233,22294,8198,6075,2127,1530,615,882,2404,155489,184893,168793,135374,100347,91296,79817,73855,54616,48147,35132,38434,38940,24863,15458,6910,5011,1699,1306,513,905
185,7271,254097,330056,332828,282348,202836,171872,154207,149121,117130,98807,80664,71742,81023,53706,38989,16265,11861,4019,2782,1197,1643,3738,130914,171577,172020,142241,100983,83929,72961,73981,60543,49901,43194,34049,43199,28966,22436,8824,6527,2281,1526,642,840,3533,123183,158479,160808,140107,101853,87943,81246,75140,56587,48906,37470,37693,37824,24740,16553,7441,5334,1738,1256,555,803
186,3918,184911,236595,234206,195757,138422,118477,106463,101251,78857,65824,52557,49376,58324,38373,26615,10845,8092,2566,1867,847,1040,2038,94587,123155,120818,98046,69436,57448,50045,49764,40208,32958,28010,22386,31042,20555,15526,5834,4436,1431,991,418,524,1880,90324,113440,113388,97711,68986,61029,56418,51487,38649,32866,24547,26990,27282,17818,11089,5011,3656,1135,876,429,516
187,24523,272841,366726,359522,288136,209779,197489,179837,171047,131504,112726,88542,75567,73754,52378,38840,16853,12463,4319,3275,1428,3154,12864,140688,190586,184890,152063,108066,97409,87796,86599,69127,57086,47860,36423,39735,26746,21908,8608,6804,2326,1786,759,1625,11659,132153,176140,174632,136073,101713,100080,92041,84448,62377,55640,40682,39144,34019,25632,16932,8245,5659,1993,1489,669,1529
188,33474,407162,538880,562933,519152,390991,336512,294608,280595,224153,192758,155433,131158,130889,92929,71085,32462,23542,8809,6142,2535,4693,17241,212353,283178,291537,270711,201681,165183,141488,138491,114521,96153,82899,63280,69118,47742,40065,17424,12916,4850,3225,1366,2355,16233,194809,255702,271396,248441,189310,171329,153120,142104,109632,96605,72534,67878,61771,45187,31020,15038,10626,3959,2917,1169,2338
189,54552,369119,484380,464583,387712,274817,256231,234653,219380,171680,147064,115263,99196,103606,72485,52039,22337,16764,5726,5383,3320,4254,28197,190361,251913,238590,201269,141103,124218,112086,108853,88814,72995,62187,46256,54805,37022,29218,11412,9025,2959,2792,1744,2236,26355,178758,232467,225993,186443,133714,132013,122567,110527,82866,74069,53076,52940,48801,35463,22821,10925,7739,2767,2591,1576,2018
190,8683,300315,402044,408594,363661,253930,217792,194742,187573,152078,130315,106963,91447,97082,71787,55783,24868,18423,6339,4218,1716,2593,4392,155219,209689,209615,181260,124295,99832,87256,86782,73380,61822,54858,42568,49159,35999,30895,12906,9775,3358,2253,880,1243,4291,145096,192355,198979,182401,129635,117960,107486,100791,78698,68493,52105,48879,47923,35788,24888,11962,8648,2981,1965,836,1350
191,17840,453250,610897,626528,558680,376175,304713,274935,270743,224540,195658,156924,135144,140854,104246,79536,36029,26290,8959,6466,2569,2937,9203,235152,317639,319795,275558,183985,140716,121342,125340,106644,94284,79965,63546,71747,52696,43854,18818,13956,4727,3323,1250,1464,8637,218098,293258,306733,283122,192190,163997,153593,145403,117896,101374,76959,71598,69107,51550,35682,17211,12334,4232,3143,1319,1473
192,12627,217450,298867,293821,262360,182717,147523,133595,131547,109034,93167,74321,62932,64987,47373,35759,16557,11761,4054,2889,1011,1616,6486,112051,155881,150624,132784,93229,71085,61695,63442,54379,46445,39208,29716,33419,24173,20058,8706,6338,2138,1494,532,826,6141,105399,142986,143197,129576,89488,76438,71900,68105,54655,46722,35113,33216,31568,23200,15701,7851,5423,1916,1395,479,790
193,36850,299913,415154,408496,366063,257479,228829,210745,204228,167532,141857,114257,97946,102962,71961,55294,24880,18497,6277,4993,2964,2597,19363,156346,219696,214040,195130,135719,113109,100887,100582,86321,70660,61376,45609,54221,36642,31165,13150,10048,3449,2577,1530,1282,17487,143567,195458,194456,170933,121760,115720,109858,103646,81211,71197,52881,52337,48741,35319,24129,11730,8449,2828,2416,1434,1315
194,50746,439913,581317,598761,527840,372524,306098,271404,260235,211534,183853,150584,133442,142298,102215,75520,35840,25602,10397,7278,3102,3701,25792,228262,303945,309313,264143,179487,139897,120650,119668,100282,87028,75970,61267,70881,50787,40162,17858,12862,5290,3645,1532,1744,24954,211651,277372,289448,263697,193037,166201,150754,140567,111252,96825,74614,72175,71417,51428,35358,17982,12740,5107,3633,1570,1957
195,55272,358729,476698,461695,404767,289036,243668,223921,215910,179083,155216,127005,110155,114712,80381,59655,27032,19835,6824,5140,2436,3098,29381,186700,251041,240337,213785,150812,118695,106239,105210,90606,76856,66818,51882,59518,40976,32749,14083,10440,3655,2600,1183,1509,25891,172029,225657,221358,190982,138224,124973,117682,110700,88477,78360,60187,58273,55194,39405,26906,12949,9395,3169,2540,1253,1589
196,5294,200376,255600,247411,212657,164182,142469,129836,122337,100490,84337,66695,57291,60222,42092,30426,13952,9474,3320,2363,903,1029,2924,103874,134814,130193,114913,87445,71964,64041,62276,52965,43212,36319,27179,31226,21589,16682,7276,5053,1766,1200,458,536,2370,96502,120786,117218,97744,76737,70505,65795,60061,47525,41125,30376,30112,28996,20503,13744,6676,4421,1554,1163,445,493
197,28765,324497,421140,453183,428313,346716,286608,252459,239271,196584,167756,131369,108139,104006,74761,53242,25623,17183,7121,5086,2243,2776,15539,171072,223620,237732,229883,186901,145860,125106,120862,102243,86568,70542,53683,53584,39016,28651,13394,8810,3742,2533,1137,1379,13226,153425,197520,215451,198430,159815,140748,127353,118409,94341,81188,60827,54456,50422,35745,24591,12229,8373,3379,2553,1106,1397
198,4256,169949,208787,213157,183671,139249,117481,103167,92583,73835,62158,47913,41227,44039,30341,22130,10331,7370,2921,1885,807,956,2309,88690,110401,112249,97372,70831,56730,48354,45519,36688,31181,25186,19028,22595,15427,11941,5317,3856,1595,979,388,463,1947,81259,98386,100908,86299,68418,60751,54813,47064,37147,30977,22727,22199,21444,14914,10189,5014,3514,1326,906,419,493
199,7492,271250,323582,324099,268119,217387,186091,167921,155729,124960,103567,80605,66739,70371,50090,37776,17699,12657,4714,3124,1264,1734,4215,141777,170819,171021,148076,118268,95703,83678,80427,66054,53770,43799,31842,36302,25221,20259,8952,6530,2472,1563,661,893,3277,129473,152763,153078,120043,99119,90388,84243,75302,58906,49797,36806,34897,34069,24869,17517,8747,6127,2242,1561,603,841
200,1841,214024,255077,247413,188531,156577,142316,125082,118578,94827,80427,61723,48475,45873,32937,23628,10952,7938,2813,1975,796,756,1023,110832,132250,128302,102164,81176,72521,62469,61553,49966,41850,34328,24873,23897,17157,13471,5608,4386,1546,1116,450,406,818,103192,122827,119111,86367,75401,69795,62613,57025,44861,38577,27395,23602,21976,15780,10157,5344,3552,1267,859,346,350
201,3974,187408,231356,240411,210531,156459,123207,111075,108848,91334,72450,57899,47424,48138,30789,25188,10766,8818,2680,2340,1011,2374,2037,99353,124322,131179,117601,86313,64812,56365,56028,49380,37880,31779,22576,25412,14906,13351,5150,4550,1378,1176,541,1250,1937,88055,107034,109232,92930,70146,58395,54710,52820,41954,34570,26120,24848,22726,15883,11837,5616,4268,1302,1164,470,1124
202,5713,167260,190596,199792,168442,122499,97731,87032,84839,72447,56934,45712,36788,39684,24184,18776,7287,6134,1655,1579,795,840,3018,87724,101860,107678,92803,67386,52001,44534,43926,39755,30026,25369,17447,20664,11664,9653,3362,2984,758,748,400,405,2695,79536,88736,92114,75639,55113,45730,42498,40913,32692,26908,20343,19341,19020,12520,9123,3925,3150,897,831,395,435
203,4839,509830,615677,526888,331086,278401,282323,274148,253856,197574,162627,125414,103876,113023,75680,46277,15630,9863,3140,2361,1200,1329,2895,259958,317700,277964,189463,146737,139565,136647,131593,108255,84507,70935,48804,59876,40839,27139,8514,5454,1742,1181,651,691,1944,249872,297977,248924,141623,131664,142758,137501,122263,89319,78120,54479,55072,53147,34841,19138,7116,4409,1398,1180,549,638
204,12600,674726,799329,685087,421622,365803,369855,348944,320042,248016,205338,159818,137994,149816,93765,59967,21243,13648,4730,3548,1927,1553,7625,347874,416282,365982,248553,190512,182548,173132,164527,133907,105249,88123,63879,81165,50563,35415,11998,7544,2584,1868,1054,825,4975,326852,383047,319105,173069,175291,187307,175812,155515,114109,100089,71695,74115,68651,43202,24552,9245,6104,2146,1680,873,728
205,1698,86516,97812,87688,55574,47865,45786,42958,40126,31347,25478,19820,17750,22089,16320,9666,3649,2322,799,494,206,283,946,44449,51645,46852,32259,25179,23177,21507,20896,17183,13327,11001,8206,11191,8965,5716,1957,1266,422,258,120,151,752,42067,46167,40836,23315,22686,22609,21451,19230,14164,12151,8819,9544,10898,7355,3950,1692,1056,377,236,86,132
206,28217,444809,510474,459182,292234,256750,242891,228548,207509,167140,136785,107367,91739,102870,69375,42960,15898,10016,3445,2522,1351,1492,15273,229393,267096,246079,169406,134693,122183,114720,107527,89944,71045,58805,43337,53242,37492,24488,8665,5325,1783,1296,704,756,12944,215416,243378,213103,122828,122057,120708,113828,99982,77196,65740,48562,48402,49628,31883,18472,7233,4691,1662,1226,647,736
207,5601,541301,651850,604694,392964,340878,328768,308226,284956,226055,190187,147276,126740,135403,93395,57556,23813,15034,5728,3728,1745,1481,3107,279110,336606,316723,221114,177729,162960,151964,146045,119536,98927,78599,60879,68567,49455,31312,12650,7547,3003,1825,924,731,2494,262191,315244,287971,171850,163149,165808,156262,138911,106519,91260,68677,65861,66836,43940,26244,11163,7487,2725,1903,821,750
208,3008,295376,343972,304876,175255,164616,169343,154490,140022,108571,91937,70308,59465,58597,41234,24608,10433,6810,2757,1811,937,650,1656,151680,175986,161182,100021,79092,83904,76857,73480,57474,48186,37907,29428,30412,22069,13663,5548,3487,1425,950,529,347,1352,143696,167986,143694,75234,85524,85439,77633,66542,51097,43751,32401,30037,28185,19165,10945,4885,3323,1332,861,408,303
209,2523,390464,442536,384787,242051,208174,204931,185551,174334,137862,114265,86580,68922,69851,47840,28012,10398,6697,2421,1774,912,684,1456,198661,227253,201419,137282,105196,102392,91592,90574,73353,60601,47209,33965,36761,26184,16404,5935,3820,1340,1019,526,391,1067,191803,215283,183368,104769,102978,102539,93959,83760,64509,53664,39371,34957,33090,21656,11608,4463,2877,1081,755,386,293
210,1224,235019,260905,235574,164326,126113,117678,102972,101549,85148,71445,54157,39926,39444,26147,15764,5657,3926,1347,1105,517,457,701,119038,132507,119952,86245,66333,58917,50634,50895,44386,37834,29541,20595,20485,13627,8450,2956,2035,731,574,277,257,523,115981,128398,115622,78081,59780,58761,52338,50654,40762,33611,24616,19331,18959,12520,7314,2701,1891,616,531,240,200
211,39859,446102,495231,439691,290647,250487,233354,210625,196360,158445,131126,100611,80476,80592,53293,30889,11268,7414,2951,2309,1277,1612,21209,227968,253884,230529,161677,127770,116778,105052,101605,84082,69165,54938,40235,42415,29349,17955,6225,4113,1612,1269,693,847,18650,218134,241347,209162,128970,122717,116576,105573,94755,74363,61961,45673,40241,38177,23944,12934,5043,3301,1339,1040,584,765
212,2941,421448,465853,420901,278480,242945,224575,197318,186608,150829,125648,97414,75404,72711,48971,31811,12040,8397,2765,2176,981,813,1601,214700,238270,218657,157249,127163,114052,99018,96222,80445,65988,53308,38440,37648,25778,17409,6366,4494,1503,1149,535,435,1340,206748,227583,202244,121231,115782,110523,98300,90386,70384,59660,44106,36964,35063,23193,14402,5674,3903,1262,1027,446,378
213,3374,270598,315098,267793,158110,150313,149859,138982,125070,98141,82042,62735,53088,53330,34388,21315,7819,5168,1696,1424,858,561,1954,140084,162604,143179,91435,73582,74348,69539,65724,52892,43204,34160,25855,28433,18778,12292,4290,2771,906,758,469,302,1420,130514,152494,124614,66675,76731,75511,69443,59346,45249,38838,28575,27233,24897,15610,9023,3529,2397,790,666,389,259
214,1236,260766,295181,252545,150693,147119,143388,130181,116093,92822,76767,58806,49404,51055,33950,21301,8691,5899,2128,1448,788,400,734,134690,153485,136848,87255,72673,72283,65813,60553,50078,40339,31927,23998,26562,18022,11945,4537,2982,1069,769,429,183,502,126076,141696,115697,63438,74446,71105,64368,55540,42744,36428,26879,25406,24493,15928,9356,4154,2917,1059,679,359,217
215,6756,488423,563494,530531,362906,308335,281655,260582,241664,197030,166695,129301,108768,115390,83580,50044,20059,12247,4368,2897,1533,1127,3864,252253,293428,280844,206514,164707,141976,129900,123451,103810,86654,69293,52805,57699,44145,27153,10587,5967,2136,1426,771,566,2892,236170,270066,249687,156392,143628,139679,130682,118213,93220,80041,60008,55963,57691,39435,22891,9472,6280,2232,1471,762,561
216,8030,570363,652308,624324,439487,375457,354796,331339,304866,242682,200302,156432,137659,157249,112522,70902,27700,18437,6820,4833,2360,2194,4749,296993,340738,329481,253836,202206,177894,165776,157027,130224,103801,84973,64478,80648,60736,40663,15100,9818,3570,2447,1253,1086,3281,273370,311570,294843,185651,173251,176902,165563,147839,112458,96501,71459,73181,76601,51786,30239,12600,8619,3250,2386,1107,1108
217,2341,294316,370409,360209,259925,184707,173241,162609,154206,124301,105086,84265,74485,82871,54461,39528,15713,10938,3477,2558,1287,1079,1294,150113,190251,183266,132373,91622,78249,71764,70654,60934,49837,43725,32918,42734,27731,21789,8257,5861,1817,1299,644,534,1047,144203,180158,176943,127552,93085,94992,90845,83552,63367,55249,40540,41567,40137,26730,17739,7456,5077,1660,1259,643,545
218,3120,359530,459640,465065,350890,250016,230307,215126,202488,161635,134348,105872,94180,111812,79283,56477,22830,15969,5051,3655,1816,1354,1775,184338,237404,237207,182602,130831,108792,98616,96062,81112,65237,55520,40951,56062,40408,31477,12147,8454,2751,1800,885,659,1345,175192,222236,227858,168288,119185,121515,116510,106426,80523,69111,50352,53229,55750,38875,25000,10683,7515,2300,1855,931,695
219,3330,447100,554676,544769,403131,293745,272694,254354,239584,193066,160027,126565,110272,127706,93088,67308,27719,18773,5961,4436,2214,1344,1982,231775,287645,280696,218813,155523,132453,120287,116238,99969,79052,67056,49158,64459,47734,37807,14891,9998,3301,2231,1098,655,1348,215325,267031,264073,184318,138222,140241,134067,123346,93097,80975,59509,61114,63247,45354,29501,12828,8775,2660,2205,1116,689
220,73156,409152,458820,455565,312449,281636,259079,238959,213899,169507,136767,106144,93309,104294,79595,52095,21842,14868,5632,4316,1960,1977,38986,214404,240183,241265,182569,152136,130231,119617,110438,91087,70817,57329,43239,52894,42233,30071,11919,8004,2919,2217,970,1007,34170,194748,218637,214300,129880,129500,128848,119342,103461,78420,65950,48815,50070,51400,37362,22024,9923,6864,2713,2099,990,970
221,12485,541232,612408,584896,371310,341312,315772,288854,254383,200698,169404,135333,117349,125880,86713,55097,22519,14401,4958,3692,1735,1135,6859,280689,318296,308132,215162,177620,157470,145097,132440,106476,86541,72357,56074,64420,46270,30684,12231,7361,2528,1838,902,556,5626,260543,294112,276764,156148,163692,158302,143757,121943,94222,82863,62976,61275,61460,40443,24413,10288,7040,2430,1854,833,579
222,3983,367734,429605,412088,265781,245902,230578,206795,183090,141230,113759,87649,74549,83714,56420,36276,13860,9224,3235,2719,1362,988,2400,190897,224332,217991,155379,129191,116743,105499,96201,76606,59560,47709,35434,42673,29972,20453,7591,4865,1631,1375,696,462,1583,176837,205273,194097,110402,116711,113835,101296,86889,64624,54199,39940,39115,41041,26448,15823,6269,4359,1604,1344,666,526
223,914,230391,256917,230659,142900,130795,122983,111990,101096,78678,63767,48447,40282,43379,30346,18167,6741,4466,1670,1270,573,455,542,119495,134005,123627,84867,67910,62588,56632,53480,43063,33800,27052,19351,22383,16392,10477,3680,2405,863,636,317,221,372,110896,122912,107032,58033,62885,60395,55358,47616,35615,29967,21395,20931,20996,13954,7690,3061,2061,807,634,256,234
224,12573,365123,427050,399054,283976,246480,231196,207274,191368,151916,124102,96960,80375,87101,61029,38720,14888,9933,3569,2798,1398,883,6967,188147,221266,211531,165165,135459,119337,106314,100632,83588,66130,53274,39108,45026,32812,22552,8418,5400,1908,1434,760,435,5606,176976,205784,187523,118811,111021,111859,100960,90736,68328,57972,43686,41267,42075,28217,16168,6470,4533,1661,1364,638,448
225,2585,252194,290282,260896,174756,157870,155237,141306,131150,104367,85257,66168,54825,59163,43437,29181,11464,7863,2887,2124,1085,666,1546,129464,149495,138720,101359,82760,77588,71419,67841,56991,44601,36555,25888,30198,22465,16394,6058,4182,1532,1160,601,323,1039,122730,140787,122176,73397,75110,77649,69887,63309,47376,40656,29613,28937,28965,20972,12787,5406,3681,1355,964,484,343
226,2586,154566,178687,174685,131384,113935,106890,96091,87575,72219,60828,47195,37955,39637,27670,19037,7654,5087,1816,1251,613,404,1463,80207,93809,93543,76179,62635,55217,49795,45695,38944,32220,26220,18905,20158,14319,10783,4125,2683,994,623,326,198,1123,74359,84878,81142,55205,51300,51673,46296,41880,33275,28608,20975,19050,19479,13351,8254,3529,2404,822,628,287,206
227,775,125356,146641,134594,91127,78164,74760,68206,61945,48890,39799,31494,25965,28229,20297,13630,5140,3401,1089,784,409,217,437,65255,76463,71228,51420,40838,37527,34469,32004,26846,20716,17411,12381,14579,10520,8152,2904,1905,592,391,199,108,338,60101,70178,63366,39707,37326,37233,33737,29941,22044,19083,14083,13584,13650,9777,5478,2236,1496,497,393,210,109
228,924,80772,95168,86377,56663,48697,45798,42064,38632,30957,25245,19384,16785,19151,13037,8882,3560,2396,762,559,301,228,492,41588,49202,45600,30745,24819,22706,20663,19677,16582,13117,10675,7847,9933,6867,5052,1964,1243,420,283,157,111,432,39184,45966,40777,25918,23878,23092,21401,18955,14375,12128,8709,8938,9218,6170,3830,1596,1153,342,276,144,117
229,3199,345016,410670,375815,258764,224277,214586,199555,178418,145922,118302,91804,78170,87128,64918,43393,17762,11329,3692,2663,1297,973,1732,177930,213594,198200,140407,115678,107296,100206,91395,78668,61447,50476,37164,44186,33876,24616,9667,6054,1997,1338,680,453,1467,167086,197076,177615,118357,108599,107290,99349,87023,67254,56855,41328,41006,42942,31042,18777,8095,5275,1695,1325,617,520
230,13609,629479,744089,723673,573514,492670,463139,425675,383353,313543,260083,202257,165602,168354,115856,81827,35930,24090,9707,6455,2972,2588,7683,328687,391552,383717,315393,260913,235105,217524,198018,169227,136003,111943,82559,88510,61055,46622,19726,12931,5186,3295,1580,1283,5926,300792,352537,339956,258121,231757,228034,208151,185335,144316,124080,90314,83043,79844,54801,35205,16204,11159,4521,3160,1392,1305
231,5559,299259,375911,357014,268265,217957,203981,187150,170949,139323,115650,91013,76245,80513,56516,41966,18019,12747,4604,3189,1504,1073,3343,154922,197545,188855,147836,117121,103208,92852,86716,73965,59311,49647,36239,42486,29483,24003,10026,7092,2678,1717,809,526,2216,144337,178366,168159,120429,100836,100773,94298,84233,65358,56339,41366,40006,38027,27033,17963,7993,5655,1926,1472,695,547
232,2228,192981,237779,225520,166539,129313,122622,112922,105376,86586,70488,56729,49721,54583,38435,27892,12020,8359,2658,1931,986,684,1182,98914,124421,119632,91139,67837,60818,55331,52941,45922,36005,31078,22957,28895,20201,16118,6598,4599,1516,994,530,349,1046,94067,113358,105888,75400,61476,61804,57591,52435,40664,34483,25651,26764,25688,18234,11774,5422,3760,1142,937,456,335
233,6861,196895,239251,218916,150967,118335,114938,105874,99836,80156,67547,51724,45496,47472,33505,24287,10630,7670,2650,1794,814,766,3758,101005,123959,115411,82920,61113,57753,52449,51617,42696,35098,28693,21425,25223,17301,13762,5543,4145,1392,928,432,383,3103,95890,115292,103505,68047,57222,57185,53425,48219,37460,32449,23031,24071,22249,16204,10525,5087,3525,1258,866,382,383
234,3809,333287,412348,395233,276877,233349,224080,206885,188611,153421,124825,95834,80812,86526,61081,43420,17579,12054,3951,3211,1683,1042,2189,172062,214406,206459,151175,123179,113016,103124,96968,81697,65191,52446,38511,45297,31721,24764,9400,6667,2180,1672,903,519,1620,161225,197942,188774,125702,110170,111064,103761,91643,71724,59634,43388,42301,41229,29360,18656,8179,5387,1771,1539,780,523
