district_id,total_none,total_0,total_5,total_10,total_15,total_20,total_25,total_30,total_35,total_40,total_45,total_50,total_55,total_60,total_65,total_70,total_75,total_80,total_85,total_90,total_95,total_100,male_none,male_0,male_5,male_10,male_15,male_20,male_25,male_30,male_35,male_40,male_45,male_50,male_55,male_60,male_65,male_70,male_75,male_80,male_85,male_90,male_95,male_100,female_none,female_0,female_5,female_10,female_15,female_20,female_25,female_30,female_35,female_40,female_45,female_50,female_55,female_60,female_65,female_70,female_75,female_80,female_85,female_90,female_95,female_100
509,6896,163426,171361,204312,214043,217324,193336,174343,169602,154170,131775,106279,80932,71955,62129,43517,19383,10940,3989,2571,1290,734,3566,83659,88143,105849,110091,110798,98506,89689,85586,78925,68633,56243,42532,33742,28476,20770,9425,5102,1940,1210,632,317,3330,79767,83218,98463,103952,106526,94830,84654,84016,75245,63142,50036,38400,38213,33653,22747,9958,5838,2049,1361,658,417
510,6014,233657,242508,290304,283138,262712,236944,209291,201109,176939,145919,116296,91554,91511,79160,54211,25504,14569,5054,3197,1446,1311,3174,121690,125952,151395,149491,136946,120982,106180,101438,91865,75639,60550,45633,41833,36944,25696,12584,6878,2342,1457,693,603,2840,111967,116556,138909,133647,125766,115962,103111,99671,85074,70280,55746,45921,49678,42216,28515,12920,7691,2712,1740,753,708
511,8016,319401,346205,374776,357044,328772,282116,246228,226936,188971,147000,119105,95496,112858,88424,59996,25258,19331,6449,5028,2078,1804,4289,166989,180466,196087,194660,174477,143647,124549,114981,99649,74987,62755,44478,51318,41972,28748,11393,8145,2741,2044,967,733,3727,152412,165739,178689,162384,154295,138469,121679,111955,89322,72013,56350,51018,61540,46452,31248,13865,11186,3708,2984,1111,1071
512,1495,115233,123031,131504,119948,108312,94089,84581,79687,65918,51719,41702,35692,41909,34990,23474,10578,7479,2564,1962,766,712,776,61385,64321,68919,67289,57728,47464,41930,40010,34974,26242,21491,16192,18821,16618,11428,4750,3308,1140,820,369,319,719,53848,58710,62585,52659,50584,46625,42651,39677,30944,25477,20211,19500,23088,18372,12046,5828,4171,1424,1142,397,393
513,7796,179084,188926,200359,189391,173587,147002,129188,121512,104024,81762,65555,54239,64842,56348,36474,15342,11129,3889,3139,1433,1065,4114,95355,98691,104511,104583,91586,74873,64347,60640,54173,41670,34288,25265,28543,26590,17953,6761,4863,1669,1295,621,479,3682,83729,90235,95848,84808,82001,72129,64841,60872,49851,40092,31267,28974,36299,29758,18521,8581,6266,2220,1844,812,586
514,12627,202523,203602,207476,191823,185191,159489,137168,125003,106902,85763,68686,57138,64487,65157,42726,18523,12252,4998,4031,2088,1393,6966,108615,107116,109747,107047,97565,81550,69706,62659,55415,43990,35650,27000,27690,30511,21090,8539,5273,2132,1673,927,612,5661,93908,96486,97729,84776,87626,77939,67462,62344,51487,41773,33036,30138,36797,34646,21636,9984,6979,2866,2358,1161,781
515,7583,377747,376409,387150,370165,373898,326627,276517,254863,211442,166949,130418,101700,104636,99577,66868,30687,19403,7388,6225,2969,2061,4517,203858,200001,206932,201934,192951,167336,141107,130281,112039,88374,68285,50891,46293,45882,32701,14589,8425,3210,2637,1374,852,3066,173889,176408,180218,168231,180947,159291,135410,124582,99403,78575,62133,50809,58343,53695,34167,16098,10978,4178,3588,1595,1209
516,10833,585461,597624,632261,594633,611895,558759,474438,425672,363168,303974,245383,188615,172415,147805,98321,48233,26111,10184,5927,3274,2201,5808,309500,315823,333215,314518,314437,288776,245531,218828,188351,158189,128503,95743,80873,67441,47053,23092,11984,4640,2451,1450,980,5025,275961,281801,299046,280115,297458,269983,228907,206844,174817,145785,116880,92872,91542,80364,51268,25141,14127,5544,3476,1824,1221
517,53820,925381,982539,994881,977232,1147520,1156966,991627,894455,741183,614623,484200,366223,287765,183967,119413,62929,35022,16403,10880,7573,5546,29529,479864,513568,523506,530784,611986,614115,533590,479034,400754,325825,261984,196615,149566,91550,58181,30042,15634,7337,5033,3770,2811,24291,445517,468971,471375,446448,535534,542851,458037,415421,340429,288798,222216,169608,138199,92417,61232,32887,19388,9066,5847,3803,2735
518,33035,648076,701121,767735,834831,999427,985170,837047,764467,649785,560702,452439,355509,287613,189642,131091,77042,43157,19013,10221,5751,4088,18438,338108,368863,406821,462660,563925,541602,455539,408670,348253,297650,245402,189254,148221,96532,65674,37798,19771,8653,4637,2795,2057,14597,309968,332258,360914,372171,435502,443568,381508,355797,301532,263052,207037,166255,139392,93110,65417,39244,23386,10360,5584,2956,2031
519,15577,189193,208264,230713,265548,334119,325168,272932,250947,217175,192532,158581,125961,103157,70896,52043,33506,20569,9486,4824,2559,1661,9049,98595,108793,122365,150557,198073,186723,153652,138227,118164,102940,86026,67561,52219,34703,24438,15277,8958,4028,2089,1260,911,6528,90598,99471,108348,114991,136046,138445,119280,112720,99011,89592,72555,58400,50938,36193,27605,18229,11611,5458,2735,1299,750
520,8966,212756,221412,243177,239580,253293,243936,215669,205190,178369,149111,122160,95150,82444,64716,46748,24543,14163,6036,3479,1920,1382,4918,109596,115295,126154,125665,129247,123979,109793,103754,92796,76354,64123,48236,39604,29704,21556,11321,6372,2824,1508,928,618,4048,103160,106117,117023,113915,124046,119957,105876,101436,85573,72757,58037,46914,42840,35012,25192,13222,7791,3212,1971,992,764
521,34377,789688,761730,787915,819364,1028019,998018,819858,713370,597668,493269,407518,322148,290287,225194,160645,84744,50861,20773,12433,6276,5253,18289,418394,405854,417129,438697,537628,521114,434963,371459,313497,252910,211896,164167,141369,108664,80208,42438,24184,10010,5757,2984,2494,16088,371294,355876,370786,380667,490391,476904,384895,341911,284171,240359,195622,157981,148918,116530,80437,42306,26677,10763,6676,3292,2759
522,15215,394258,403465,444802,433199,440174,380662,329685,315851,283292,237417,197150,157098,153129,148526,103388,49618,30194,11758,7504,3774,3000,8004,212276,217908,237754,232550,227933,195395,165825,157204,144801,122163,101636,78753,69456,68538,51456,24772,14432,5550,3302,1765,1352,7211,181982,185557,207048,200649,212241,185267,163860,158647,138491,115254,95514,78345,83673,79988,51932,24846,15762,6208,4202,2009,1648
523,2116,246728,257651,266304,254810,244593,203796,177318,168901,147738,120658,99168,79551,91092,98232,64074,28642,19182,6584,4643,1744,1524,1130,136929,139605,142840,142603,131929,105131,89165,84029,76629,61321,52014,38608,38954,46518,33254,13477,8763,2852,1930,780,645,986,109799,118046,123464,112207,112664,98665,88153,84872,71109,59337,47154,40943,52138,51714,30820,15165,10419,3732,2713,964,879
524,10360,219587,241861,263155,252520,234429,194812,171707,165305,139066,108165,87290,71187,89190,85325,58762,26117,19340,6802,5082,2284,1850,5527,116328,127327,138984,136069,127223,100329,86108,83331,74015,56185,47017,33750,39708,41408,30822,12780,9124,3028,2223,1014,840,4833,103259,114534,124171,116451,107206,94483,85599,81974,65051,51980,40273,37437,49482,43917,27940,13337,10216,3774,2859,1270,1010
525,3673,145264,150271,167875,165540,157097,131296,111430,108267,96065,77777,63648,52163,62521,67832,48023,21375,15407,5339,3823,1557,1333,1927,77789,79795,89019,90866,85841,68384,56298,53666,50296,40259,33580,25368,26884,32061,25471,10940,7506,2564,1732,710,579,1746,67475,70476,78856,74674,71256,62912,55132,54601,45769,37518,30068,26795,35637,35771,22552,10435,7901,2775,2091,847,754
526,15127,377250,393644,433240,421326,422422,354912,305901,295695,266418,221886,189235,148461,149912,128371,95428,43548,30006,10506,8005,3681,2782,8201,200375,208508,230004,230588,223496,182587,152022,144975,134516,112352,97129,74250,70430,61289,48150,22214,14828,5211,3721,1731,1275,6926,176875,185136,203236,190738,198926,172325,153879,150720,131902,109534,92106,74211,79482,67082,47278,21334,15178,5295,4284,1950,1507
527,14223,223464,238709,269413,272217,271808,241713,214455,215224,199074,171739,149959,126886,119632,106185,80768,41968,25289,10080,5966,2958,2011,7354,117881,126341,143827,144326,135212,119839,104928,104745,99541,83736,74577,62143,56036,48194,38829,21139,12280,5007,2692,1346,869,6869,105583,112368,125586,127891,136596,121874,109527,110479,99533,88003,75382,64743,63596,57991,41939,20829,13009,5073,3274,1612,1142
528,1766,107484,127256,160681,148160,122290,111560,108859,118362,111543,100141,81312,72615,70946,68308,51237,27255,14933,5683,2888,1120,670,923,55613,65245,82345,75521,56359,50446,48514,52614,51782,47426,38587,32879,30398,27854,22262,11954,6272,2340,1080,438,269,843,51871,62011,78336,72639,65931,61114,60345,65748,59761,52715,42725,39736,40548,40454,28975,15301,8661,3343,1808,682,401
529,2368,48976,58608,74551,75179,64768,59942,59690,63765,62515,56326,46168,40193,39148,38459,29056,15017,8804,3216,1785,715,402,1234,25481,30275,38416,38506,32084,29890,29031,30573,30897,28264,23128,19474,17496,16468,12877,6901,3828,1393,647,295,174,1134,23495,28333,36135,36673,32684,30052,30659,33192,31618,28062,23040,20719,21652,21991,16179,8116,4976,1823,1138,420,228
530,17067,286235,306350,341105,352458,359124,327214,293900,292949,268415,229594,193708,157099,148674,125569,86351,43007,25377,10021,6395,3455,1934,8699,153600,165222,185951,190503,182594,165576,145394,143409,135353,115531,98931,78191,70373,57877,41265,21034,11579,4524,2687,1585,780,8368,132635,141128,155154,161955,176530,161638,148506,149540,133062,114063,94777,78908,78301,67692,45086,21973,13798,5497,3708,1870,1154
531,15194,215928,229311,261259,256166,257962,230281,202781,204701,184819,160002,137563,112238,108948,92429,71460,36584,24097,9506,6018,2868,2028,7804,115541,123334,141563,139159,130447,113937,98870,98509,92845,79015,69327,56095,51984,42618,34685,18667,11813,4717,2644,1268,886,7390,100387,105977,119696,117007,127515,116344,103911,106192,91974,80987,68236,56143,56964,49811,36775,17917,12284,4789,3374,1600,1142
532,77788,208808,256466,291813,280583,260882,237826,205149,195268,164943,139191,106868,83269,91285,60783,41190,17166,12185,4111,3004,1420,1241,40577,107822,132018,148800,142884,131538,117622,101640,95843,83096,70290,54829,38043,41573,27572,19056,7497,4964,1606,1159,610,558,37211,100986,124448,143013,137699,129344,120204,103509,99425,81847,68901,52039,45226,49712,33211,22134,9669,7221,2505,1845,810,683
533,37588,194793,228282,264999,246388,238689,226622,194416,192968,157554,131463,103161,83669,98405,63522,45906,18744,13779,4691,3216,1342,1138,18541,99714,116436,135099,125141,116429,109245,94357,94291,80339,65879,49899,36156,43530,28332,20440,7934,5068,1709,1174,475,453,19047,95079,111846,129900,121247,122260,117377,100059,98677,77215,65584,53262,47513,54875,35190,25466,10810,8711,2982,2042,867,685
534,75806,228896,285016,371045,367249,358220,329808,282262,290961,246670,211842,165896,133976,156440,106880,84138,36530,27881,8584,5021,1737,1411,38009,118138,146868,189598,185934,180718,162750,138442,139846,125902,107480,84688,61311,70566,50164,42596,17785,12709,3803,2090,749,654,37797,110758,138148,181447,181315,177502,167058,143820,151115,120768,104362,81208,72665,85874,56716,41542,18745,15172,4781,2931,988,757
535,8413,253162,286523,321072,299463,292001,283548,229396,225886,175967,148489,115440,94988,114728,76197,55849,23290,17580,5521,3758,1171,846,4515,129183,146964,164203,155707,147147,139815,115670,112184,92873,76244,57268,41716,52730,35876,27710,11007,7593,2299,1480,472,374,3898,123979,139559,156869,143756,144854,143733,113726,113702,83094,72245,58172,53272,61998,40321,28139,12283,9987,3222,2278,699,472
536,83281,326729,353598,377399,379760,414782,396862,332567,292188,245833,197655,157723,118014,99234,63579,44375,24049,15703,9258,4737,2097,3900,42796,170939,183749,195104,194945,203305,192865,169446,149605,129221,103875,84032,62647,51890,32990,22783,11916,7277,4171,2092,992,1935,40485,155790,169849,182295,184815,211477,203997,163121,142583,116612,93780,73691,55367,47344,30589,21592,12133,8426,5087,2645,1105,1965
537,135852,445310,464289,484906,478399,534397,559687,459760,415783,316773,263548,200127,158063,151221,93807,62692,29870,20725,9737,5854,2501,3440,68509,230457,239149,248457,246310,258192,270446,240584,215648,171360,138999,104133,78653,76994,47921,31953,14523,9039,4287,2570,1145,1679,67343,214853,225140,236449,232089,276205,289241,219176,200135,145413,124549,95994,79410,74227,45886,30739,15347,11686,5450,3284,1356,1761
538,27199,355363,427116,447496,388794,372870,369235,304471,294408,231929,196717,157411,123586,143809,88534,65421,25730,19178,5732,4563,2119,1347,14134,183771,220693,230984,206562,190816,179334,152917,146503,122432,99944,78797,56500,66523,41684,32071,12361,8331,2498,1953,955,623,13065,171592,206423,216512,182232,182054,189901,151554,147905,109497,96773,78614,67086,77286,46850,33350,13369,10847,3234,2610,1164,724
539,7575,253267,300955,358772,354258,342001,323096,257516,257600,202868,179153,145510,118779,144482,97477,75096,30850,24771,7522,4866,1499,896,3783,131459,156208,184054,184876,174642,160488,130050,126320,106284,89425,72766,51529,66443,47601,39323,16178,11706,3523,2103,619,392,3792,121808,144747,174718,169382,167359,162608,127466,131280,96584,89728,72744,67250,78039,49876,35773,14672,13065,3999,2763,880,504
540,14298,228894,291218,373688,351103,330463,316588,266392,269991,218655,186414,146914,123468,145584,101671,74892,32468,25032,7625,4768,1481,969,6912,118974,150527,192527,181155,166805,154622,131606,131783,113279,94571,73682,54172,66118,48820,39116,16291,11877,3470,1975,587,412,7386,109920,140691,181161,169948,163658,161966,134786,138208,105376,91843,73232,69296,79466,52851,35776,16177,13155,4155,2793,894,557
541,14230,192680,233427,279445,275217,280062,269771,222253,222861,177616,151853,112516,91711,103524,70086,49613,21700,17239,5566,3652,1472,876,7077,98358,119187,141142,141876,137324,131406,110517,108816,90991,76855,56577,40992,47110,33636,25317,10636,8024,2518,1589,659,381,7153,94322,114240,138303,133341,142738,138365,111736,114045,86625,74998,55939,50719,56414,36450,24296,11064,9215,3048,2063,813,495
542,3874,191971,231417,260941,256804,248563,233423,206116,206329,180548,154392,124717,101124,120039,87859,55105,20667,12259,3608,2049,819,490,2198,97822,119166,135215,133026,126454,112778,99950,97855,91891,78631,61126,44498,53543,42538,26719,10077,5286,1581,831,358,195,1676,94149,112251,125726,123778,122109,120645,106166,108474,88657,75761,63591,56626,66496,45321,28386,10590,6973,2027,1218,461,295
543,20245,166441,196557,222262,214869,208095,198142,179423,184858,162409,139704,113383,93839,108052,69346,39112,14284,7926,2473,1662,836,556,9851,84633,100575,114435,110391,104818,96020,87170,88802,82400,70810,55759,41729,49308,33377,18829,6799,3330,1075,724,373,269,10394,81808,95982,107827,104478,103277,102122,92253,96056,80009,68894,57624,52110,58744,35969,20283,7485,4596,1398,938,463,287
544,54343,312340,358943,402050,388888,407228,405104,348395,349583,295452,252197,191834,149251,158536,105375,60814,23791,14196,5558,3489,1651,1571,26472,159087,183495,205966,197546,198334,195965,173776,170830,153122,131225,97975,70737,73428,49810,28923,11012,5846,2404,1496,743,718,27871,153253,175448,196084,191342,208894,209139,174619,178753,142330,120972,93859,78514,85108,55565,31891,12779,8350,3154,1993,908,853
545,2892,362098,417426,468065,487559,513641,475539,409556,410228,354158,305012,238779,186083,209706,143414,94342,37936,24481,7463,3980,1237,701,1463,183737,212481,236179,249462,257911,234764,204242,199415,180726,155368,121736,86805,95022,68695,46601,18527,10877,3198,1653,530,296,1429,178361,204945,231886,238097,255730,240775,205314,210813,173432,149644,117043,99278,114684,74719,47741,19409,13604,4265,2327,707,405
546,2156,264721,309069,355153,373437,391913,357220,306817,313792,270906,236249,181028,142708,163140,117801,81978,34495,22183,6726,3743,1191,540,1079,134731,157488,179419,192631,197797,176946,153029,152222,137229,120386,93748,66062,73498,55312,41050,16993,10069,2925,1586,496,222,1077,129990,151581,175734,180806,194116,180274,153788,161570,133677,115863,87280,76646,89642,62489,40928,17502,12114,3801,2157,695,318
547,57866,302002,343874,395023,443109,439514,417421,349438,357199,306810,271183,207483,163819,167324,124674,85982,38160,25728,9470,6172,3170,1977,28338,156240,176801,202829,231151,216455,205635,174950,172900,156648,138508,107919,78221,77599,59777,43629,18929,11729,4211,2640,1419,847,29528,145762,167073,192194,211958,223059,211786,174488,184299,150162,132675,99564,85598,89725,64897,42353,19231,13999,5259,3532,1751,1130
548,4078,341436,397595,446393,461689,478898,457451,377063,381916,323500,289332,231861,180504,189694,131977,101685,42585,32081,9883,5643,1688,861,2139,175392,204984,230570,238430,235579,224617,189719,183616,165413,144094,119535,85052,87776,61818,50127,20627,13583,4159,2258,681,352,1939,166044,192611,215823,223259,243319,232834,187344,198300,158087,145238,112326,95452,101918,70159,51558,21958,18498,5724,3385,1007,509
549,5655,258334,306830,328482,307602,320805,310642,260979,253543,214359,188510,155445,121865,137576,93626,73488,28067,21127,5671,3337,1057,448,2835,133077,158957,169600,165413,162548,152531,132587,124242,110887,94157,79375,55809,64382,44488,36571,13576,9207,2452,1417,469,184,2820,125257,147873,158882,142189,158257,158111,128392,129301,103472,94353,76070,66056,73194,49138,36917,14491,11920,3219,1920,588,264
550,4374,209567,242649,272221,301772,278088,270416,234556,231813,199796,174283,140428,108369,117076,77964,55679,22454,14580,4195,2172,708,397,2429,108045,125165,141628,161569,137345,132485,117001,113709,102524,88647,71244,50969,55254,37212,27524,10875,6242,1786,837,318,166,1945,101522,117484,130593,140203,140743,137931,117555,118104,97272,85636,69184,57400,61822,40752,28155,11579,8338,2409,1335,390,231
551,4807,226828,263043,273328,264768,268608,257092,220877,223389,186574,162743,128468,104274,118193,80634,54688,20651,14666,4377,2795,981,685,2885,118042,137058,140625,138176,135324,125098,111174,110518,98180,83486,66185,47716,54589,37794,26377,9520,5733,1645,987,374,291,1922,108786,125985,132703,126592,133284,131994,109703,112871,88394,79257,62283,56558,63604,42840,28311,11131,8933,2732,1808,607,394
552,22134,346054,408916,442302,407679,395011,368722,307527,299697,241810,204584,159160,123816,132001,83844,58640,23091,16933,5442,3695,1355,1050,9922,177835,210750,227842,214548,198891,179175,154862,149051,127262,104257,81381,57039,60234,38155,26973,10185,6403,2079,1369,545,469,12212,168219,198166,214460,193131,196120,189547,152665,150646,114548,100327,77779,66777,71767,45689,31667,12906,10530,3363,2326,810,581
553,47575,305126,356981,389193,388002,381660,368434,312489,314528,254468,223080,177682,144326,160958,112177,74481,31409,22097,7575,5038,2516,1353,23633,158016,184101,201144,203027,193325,178117,158401,156672,134363,114323,90438,67235,77316,55584,37257,15194,9408,3230,2030,1108,573,23942,147110,172880,188049,184975,188335,190317,154088,157856,120105,108757,87244,77091,83642,56593,37224,16215,12689,4345,3008,1408,780
554,59402,309945,344242,375547,376355,375703,366387,316953,322550,269875,249675,195552,160097,168830,116627,84192,39002,24335,9397,5445,2661,1292,29589,160415,177578,193464,195547,184000,177163,158317,157841,137976,127179,99491,76948,80338,55204,41798,19032,10306,4039,2243,1172,564,29813,149530,166664,182083,180808,191703,189224,158636,164709,131899,122496,96061,83149,88492,61423,42394,19970,14029,5358,3202,1489,728
555,2054,440713,452189,473479,457740,444897,400330,339726,349524,296371,265495,204901,168284,173174,130759,88197,42113,28760,10522,5850,2885,1698,1145,227323,235130,247027,249599,232409,197080,168193,168045,150659,134868,103774,80470,82178,61021,42577,20183,12618,4685,2336,1111,632,909,213390,217059,226452,208141,212488,203250,171533,181479,145712,130627,101127,87814,90996,69738,45620,21930,16142,5837,3514,1774,1066
556,829,189153,199696,198739,189079,180276,166500,133200,131572,105287,95647,72023,58861,61514,46849,30544,13798,9211,3100,2024,1184,666,479,97315,103097,102271,101865,92562,80839,66508,63444,54010,48258,35540,27675,28069,21374,14035,6349,3717,1262,773,437,232,350,91838,96599,96468,87214,87714,85661,66692,68128,51277,47389,36483,31186,33445,25475,16509,7449,5494,1838,1251,747,434
557,1423,222388,233313,236092,218221,203007,182253,145317,148260,123281,110227,86151,69137,72259,50250,37758,17302,12606,3811,2397,1054,824,829,114663,121309,122745,119316,106802,89948,72285,71970,63060,56334,43395,32926,35052,24336,18453,8346,5808,1696,995,433,321,594,107725,112004,113347,98905,96205,92305,73032,76290,60221,53893,42756,36211,37207,25914,19305,8956,6798,2115,1402,621,503
558,714,155663,173360,194987,191206,165566,137413,111218,112030,94326,79546,62583,50965,59401,47269,32202,14524,11807,3839,2781,1080,820,393,79547,89308,100067,100134,91164,70586,56242,55117,49801,41000,32091,23422,27085,22579,16243,6896,5327,1665,1169,486,343,321,76116,84052,94920,91072,74402,66827,54976,56913,44525,38546,30492,27543,32316,24690,15959,7628,6480,2174,1612,594,477
559,1159,197750,209559,216585,212033,189067,171676,132593,131761,106028,94791,72358,53956,55077,35610,25525,10196,7550,2531,1674,684,649,614,101082,107473,111067,110397,95333,83744,66309,64253,54548,47487,36262,25061,25099,15613,10995,4250,2773,960,642,265,284,545,96668,102086,105518,101636,93734,87932,66284,67508,51480,47304,36096,28895,29978,19997,14530,5946,4777,1571,1032,419,365
560,1113,139957,148664,156128,153733,135314,121634,95099,94925,74707,65662,49164,39807,44273,31411,19612,8479,5875,1996,1242,656,469,604,71478,76040,80050,81464,70256,60441,48012,46566,38744,33632,24452,18077,19978,14600,8355,3522,2122,705,448,231,149,509,68479,72624,76078,72269,65058,61193,47087,48359,35963,32030,24712,21730,24295,16811,11257,4957,3753,1291,794,425,320
561,514,93977,94275,103829,108759,105623,95115,76009,78385,64464,60211,45060,37305,37821,28229,17581,8652,5085,1866,989,542,279,278,48198,48295,53204,57834,55321,47586,38361,37864,32874,30853,22590,18130,17544,12987,7889,3860,2085,740,359,197,98,236,45779,45980,50625,50925,50302,47529,37648,40521,31590,29358,22470,19175,20277,15242,9692,4792,3000,1126,630,345,181
562,823,156277,158081,174269,177607,183861,167840,139284,141652,116998,107754,82652,66158,62894,47798,30235,16093,9634,3833,1878,892,510,526,80221,81266,89676,93105,95334,83224,70523,69350,60344,54855,42945,33078,30407,22805,14729,7769,4180,1655,724,308,182,297,76056,76815,84593,84502,88527,84616,68761,72302,56654,52899,39707,33080,32487,24993,15506,8324,5454,2178,1154,584,328
563,697,105800,111831,129579,129525,134794,130752,111651,110155,97525,93318,74743,61153,51061,39455,26188,14605,8767,3326,1422,588,234,359,53966,57738,67126,66658,68242,65639,57115,54761,49419,47101,38573,31205,25274,18275,12132,6629,3762,1411,547,237,87,338,51834,54093,62453,62867,66552,65113,54536,55394,48106,46217,36170,29948,25787,21180,14056,7976,5005,1915,875,351,147
564,535,136911,142060,158009,164613,160382,142478,115402,117698,99723,93271,69697,55751,51422,40598,24679,11891,7242,2712,1477,711,406,306,70190,72905,81153,86225,86144,73116,58842,57342,51249,48409,36489,27770,25629,20303,11950,5860,3160,1142,566,270,108,229,66721,69155,76856,78388,74238,69362,56560,60356,48474,44862,33208,27981,25793,20295,12729,6031,4082,1570,911,441,298
565,1401,240890,248657,256603,260887,249942,230034,181476,175736,138005,122059,93034,71715,69920,47272,32695,14630,10337,3756,2068,888,590,764,122485,127080,131430,136411,127863,113030,93347,88455,71984,61724,46829,33924,32501,21459,14546,6377,3936,1494,749,329,237,637,118405,121577,125173,124476,122079,117004,88129,87281,66021,60335,46205,37791,37419,25813,18149,8253,6401,2262,1319,559,353
566,1757,129681,135062,157645,165160,156981,146701,120913,128223,108386,102535,78103,60468,58714,43780,32453,15155,10558,3551,2166,898,566,976,66372,69454,81374,85820,79747,71493,61228,62296,55614,52865,40670,30278,29449,21365,16234,7558,4847,1629,931,388,255,781,63309,65608,76271,79340,77234,75208,59685,65927,52772,49670,37433,30190,29265,22415,16219,7597,5711,1922,1235,510,311
567,2255,154310,161087,183791,196956,194098,178276,145473,151409,125238,116431,87809,68315,64484,48306,32510,15913,10724,3919,2266,1034,893,1161,79037,82694,94482,101300,99903,89274,73091,74552,64651,60111,45808,34223,31616,23616,15574,7557,4498,1645,876,376,355,1094,75273,78393,89309,95656,94195,89002,72382,76857,60587,56320,42001,34092,32868,24690,16936,8356,6226,2274,1390,658,538
568,764,129212,138103,162453,164421,164792,154169,130707,140421,123091,119078,89754,70402,58849,44556,29394,15527,10242,3694,1831,824,469,424,65738,70477,83174,83549,82133,75978,64924,67520,61895,61030,46730,36621,29079,20484,13594,7112,4201,1536,740,296,180,340,63474,67626,79279,80872,82659,78191,65783,72901,61196,58048,43024,33781,29770,24072,15800,8415,6041,2158,1091,528,289
569,659,73122,76096,91113,100319,111819,107096,91148,90781,79703,79271,65325,56127,48618,41548,28729,17634,10832,4325,1990,895,211,347,37287,38776,46336,50084,52110,49024,43452,42542,38060,37847,31382,26712,22657,18221,12733,7592,4133,1598,751,393,94,312,35835,37320,44777,50235,59709,58072,47696,48239,41643,41424,33943,29415,25961,23327,15996,10042,6699,2727,1239,502,117
570,723,74621,80543,103500,101692,103307,101331,85219,94678,80727,80756,60644,47974,40595,33054,22603,12267,7795,3047,1624,852,409,395,37762,41220,52708,51215,50396,49378,41871,44943,40784,41154,32092,24713,20030,15135,10833,5895,3500,1341,715,369,173,328,36859,39323,50792,50477,52911,51953,43348,49735,39943,39602,28552,23261,20565,17919,11770,6372,4295,1706,909,483,236
571,2387,187669,198299,238259,247643,246216,233375,195529,208238,181613,175556,137410,108338,109114,84827,61932,29205,20580,6667,3551,1462,1110,1452,95248,102015,124775,129870,126235,116242,96875,99691,90890,89004,69548,53745,53214,41234,30856,14710,9389,3064,1482,615,440,935,92421,96284,113484,117773,119981,117133,98654,108547,90723,86552,67862,54593,55900,43593,31076,14495,11191,3603,2069,847,670
572,12115,755635,722652,728636,774999,1094930,1198814,955234,830430,602926,520985,389571,312046,271092,178762,119786,66172,43519,22047,11288,4949,4963,6815,388131,371780,375422,399402,567855,615684,517351,443995,330829,276096,203992,159445,138563,90586,61997,33720,20558,10236,5329,2412,2463,5300,367504,350872,353214,375597,527075,583130,437883,386435,272097,244889,185579,152601,132529,88176,57789,32452,22961,11811,5959,2537,2500
573,1126,122564,129443,153314,162126,170210,164650,136630,148252,123731,118623,91849,68882,72497,55549,42504,19419,15053,4614,2870,1097,766,572,63065,66854,79865,84088,87021,82513,67390,70308,62852,60797,46486,33836,33792,26427,20008,9226,6156,1998,1125,422,284,554,59499,62589,73449,78038,83189,82137,69240,77944,60879,57826,45363,35046,38705,29122,22496,10193,8897,2616,1745,675,482
574,1124,117374,126336,152557,154538,165984,160551,132342,144591,123291,121815,91860,74250,68945,56388,40010,20308,14465,4988,2843,1121,740,604,59283,64352,77307,77843,83519,80663,65838,69407,62242,61157,47301,36880,32829,26339,18693,9465,6033,2117,1091,452,252,520,58091,61984,75250,76695,82465,79888,66504,75184,61049,60658,44559,37370,36116,30049,21317,10843,8432,2871,1752,669,488
575,880,147145,155569,175536,191035,210759,192373,165623,163196,143200,136431,111778,89069,71953,52941,37492,23223,13391,5175,2019,659,202,456,75616,79705,90131,96754,102561,93003,81433,80270,71444,68870,56429,44698,34870,23942,16541,9861,5121,1933,734,252,90,424,71529,75864,85405,94281,108198,99370,84190,82926,71756,67561,55349,44371,37083,28999,20951,13362,8270,3242,1285,407,112
576,322,38297,43132,52578,47341,47975,47595,41113,44417,38076,39754,30497,25648,20031,15455,9861,6073,3665,1592,722,283,92,161,19308,21826,26637,23885,23376,23378,20176,21135,18991,19992,15830,13209,9910,6992,4514,2782,1457,631,267,116,35,161,18989,21306,25941,23456,24599,24217,20937,23282,19085,19762,14667,12439,10121,8463,5347,3291,2208,961,455,167,57
577,2086,215953,228565,264355,279357,305388,286498,233328,246616,199049,186227,142853,108484,105384,75931,58062,27810,20777,7318,4073,1688,1325,1087,109725,116735,134533,142682,154096,141127,116329,119977,102690,96837,74175,55415,51874,36998,28377,13625,9119,3250,1686,708,555,999,106228,111830,129822,136675,151292,145371,116999,126639,96359,89390,68678,53069,53510,38933,29685,14185,11658,4068,2387,980,770
578,839,71282,74972,87397,93805,97330,94260,77475,84405,68268,64755,50465,37725,39613,30220,23553,10561,8442,2730,1681,581,432,451,36366,38521,44804,48634,49319,46029,37770,39854,34848,33771,25525,18949,19163,15168,11634,5258,3759,1294,691,249,174,388,34916,36451,42593,45171,48011,48231,39705,44551,33420,30984,24940,18776,20450,15052,11919,5303,4683,1436,990,332,258
