district_id,adi,afghani,anal,angami,ao,arabic,assamese,balti,bengali,bhili,bhotia,bhumij,bishnupuriya,bodo,chakhesang,chakru,chang,coorgi,deori,dimasa,dogri,english,gadaba,gangte,garo,gondi,gujarati,halabi,halam,hindi,hmar,ho,jatapu,juang,kabui,kannada,karbi,kashmiri,khandeshi,kharia,khasi,khezha,khiemnungan,khond,kinnauri,kisan,koch,koda,kolami,kom,konda,konkani,konyak,korku,korwa,koya,kui,kuki,kurukh,ladakhi,lahauli,lahnda,lakher,lalung,lepcha,liangmei,limbu,lotha,lushai,maithili,malayalam,malto,manipuri,mao,maram,marathi,maring,miri,mishmi,mogh,monpa,munda,mundari,nepali,nicobarese,nissi,nocte,odia,others,paite,parji,pawi,phom,pochury,punjabi,rabha,rai,rengma,sangtam,sanskrit,santali,savara,sema,sherpa,shina,sindhi,tamang,tamil,tangkhul,tangsa,telugu,thado,tibetan,tripuri,tulu,urdu,vaiphei,wancho,yimchungre,zeliang,zemi,zou
165,0,0,0,0,0,2,0,0,117,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,102,0,0,1667322,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,82,0,0,0,0,0,0,0,13,0,0,0,12,32,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,175,0,2,0,0,2,0,0,0,0,21964,0,0,0,0,1,0
166,5,0,0,0,0,19,309,0,1638,1,0,0,0,9,0,0,0,0,0,0,118,261,4,4,1,2,522,0,0,1973862,0,0,0,0,0,434,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,43,929,0,79,0,0,3121,0,0,0,0,0,2,1,130,0,0,0,807,153,0,0,0,0,0,3413,0,0,0,0,29,1,0,5,0,0,614,0,971,0,0,1148,0,0,8,0,9926,0,0,0,0,0,0
167,0,0,0,0,0,1,58,0,487,0,0,0,0,0,0,0,0,0,0,6,22,18,0,0,0,3,113,0,0,1211618,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,76,204,0,16,0,0,348,0,0,0,0,0,4,0,23,0,0,0,218,19,0,0,0,0,0,682,0,0,0,0,7,0,0,0,0,0,45,0,235,0,0,187,0,0,0,0,7028,0,0,0,0,0,0
168,0,0,0,0,0,1,1,0,636,0,92,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,1088296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,20,0,0,0,0,0,1,0,9,0,0,0,22,4,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,15010,0,0,0,0,0,0
169,0,0,0,0,0,0,4,0,458,2,54,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,1835,0,0,868885,0,0,0,0,0,477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,82,0,0,0,0,1,0,0,2,0,0,0,49,78,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,3866,0,0,0,0,0,0
170,0,0,0,0,0,5,44,0,176,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,68,0,0,1771711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,10,0,0,0,37,12,0,0,0,0,0,61,0,0,0,0,13,0,0,0,0,0,301,0,0,0,0,11,0,0,0,0,26910,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,313,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,42,0,0,990460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,44,0,0,0,0,0,0,0,1,0,11,0,27,8,0,0,0,0,0,12,0,0,0,0,34,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,736,0,0,0,0,0,0
172,0,0,0,0,0,4,1,0,48,4,0,5,0,0,0,0,0,0,0,0,0,59,0,0,0,0,6,0,0,2566713,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,6,0,0,0,0,0,0,0,19,0,0,0,4,43,0,0,0,0,0,152,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,65631,0,0,0,0,0,0
173,0,0,0,0,0,140,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,3106963,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,260,10,0,0,0,0,0,363,0,0,0,0,36,7,0,0,0,0,42,0,5,0,0,0,0,0,0,1,100774,0,0,0,0,0,0
174,0,0,0,0,0,18,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1580625,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,328,3,0,0,0,0,0,9,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,18322,0,0,0,0,0,0
175,1,0,0,8,1,481,319,0,6786,419,1,0,0,9,0,0,0,0,0,0,170,487,1,0,4,26,353,0,0,5774715,0,1,0,0,0,352,0,26,65,1,23,0,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,2,35,3,0,0,6,0,0,0,0,2,6,312,1016,0,45,0,0,1524,0,0,0,0,1,6,6,379,0,0,1,1191,63,0,1,0,0,0,3328,0,0,1,0,18,22,1,0,0,0,635,0,686,5,0,843,1,0,5,1,159979,0,2,0,0,0,0
176,0,0,0,0,0,170,123,0,637,9,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,5,0,0,3056474,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,46,0,0,0,0,23,0,0,0,0,0,0,0,53,0,0,0,84,14,0,0,0,0,0,1199,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,201056,0,0,0,0,0,0
177,0,0,0,0,0,38,31,0,584,3,0,0,0,1,0,0,0,0,0,0,831,53,0,0,0,0,31,0,0,2387443,0,0,0,0,0,44,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,70,182,0,7,0,0,85,0,0,1,0,0,0,0,37,0,0,0,557,53,0,0,0,0,0,763,0,0,0,0,20,1,0,0,0,0,2432,0,91,0,0,63,0,0,0,0,77542,0,0,0,0,0,0
178,1,0,0,0,0,474,9,0,303,15,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,28,18,0,0,2201789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,52,0,0,0,0,80,0,0,0,0,0,13,65,10,0,0,0,504,59,0,0,0,0,0,370,0,0,0,0,10,0,0,0,0,0,4,0,18,0,0,7,0,0,0,1,194003,0,0,0,0,0,0
179,0,0,0,0,0,391,54,0,599,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,11,36,0,0,3676639,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,12,92,0,6,0,0,57,0,0,0,0,0,0,1,29,0,0,0,628,24,0,0,0,0,0,892,0,0,0,0,323,5,0,0,0,0,28,0,18,0,0,17,0,0,0,3,117120,0,0,0,0,0,0
180,2,0,0,0,0,50,39,0,2577,130,5,0,0,5,0,0,0,1,0,0,7,44,0,0,0,0,9,0,0,3233483,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,25,0,0,0,0,0,0,0,1,5,3265,34,0,36,0,0,156,0,0,0,0,0,1,0,183,0,1,0,47,19,0,0,0,0,0,2615,0,0,0,0,4,0,0,0,0,0,26,0,18,0,0,17,0,0,0,0,244903,0,0,0,0,0,1
181,1,0,0,0,0,7,29,0,204,0,0,0,1,4,0,0,0,0,0,3,58,6,0,0,3,0,14,4,0,1103758,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,1,0,10,0,0,5,0,0,1,0,3,0,0,57,0,1,0,103,9,0,0,0,0,0,158,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,3,3,0,0,1,12890,0,1,0,0,0,0
182,6,0,0,0,0,95,56,0,537,0,0,0,0,6,0,0,0,0,0,0,11,23,0,0,0,0,5,0,0,2059617,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,579,9,0,14,1,0,39,0,0,2,0,0,0,0,215,0,2,0,24,12,0,0,0,0,1,99,0,0,0,0,8,1,0,0,0,0,1,0,19,0,0,11,0,0,0,0,87261,0,0,0,0,0,0
183,0,0,0,0,0,1209,81,0,561,0,0,0,0,0,0,0,0,0,0,1,0,58,0,0,0,3,5,0,0,3338557,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,54,35,0,0,0,0,10,0,0,0,0,0,0,0,21,0,0,0,7,14,0,0,0,0,0,955,0,0,0,0,10,5,0,0,0,0,165,0,9,0,0,5,0,0,0,3,92139,0,0,0,0,0,0
184,2,0,0,0,0,193,43,0,351,0,1,0,1,2,0,0,0,0,0,0,1,11,0,0,0,3,1,0,0,2436917,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,40,7,0,12,0,0,40,0,1,1,0,0,4,0,90,0,0,0,183,8,0,0,0,0,0,196,0,0,0,0,9,0,0,0,0,0,5,0,19,0,0,9,0,0,0,0,121128,0,0,0,0,0,0
185,0,0,0,0,0,15,3,0,530,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,14,20,0,0,2409547,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,26,110,0,0,0,0,38,0,0,0,0,0,0,0,28,0,0,0,539,28,0,0,0,0,0,525,0,0,0,0,4,0,0,0,0,0,47,0,15,0,0,5,0,0,0,0,52859,0,0,0,0,0,0
186,0,0,0,0,0,56,4,0,257,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,9,0,0,1550880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,41,25,0,0,0,0,27,0,0,0,0,0,33,0,37,0,0,0,51,13,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,163605,0,0,0,0,0,0
187,0,0,0,0,0,17,3,0,343,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,1138,0,0,2657271,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,0,3,0,0,58,0,0,0,0,0,0,0,859,0,0,0,17,19,0,0,0,0,0,614,0,0,0,0,6,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,24164,0,0,0,0,0,0
188,4,0,0,0,0,58,81,0,2101,86,2,0,0,4,0,0,0,0,0,0,81,158,0,0,0,7,19,0,0,4344347,0,0,0,0,0,63,0,14,2,20,0,0,0,0,2,0,0,0,0,1,0,14,0,0,0,0,0,0,204,0,2,2,0,0,0,0,5,0,1,104,221,0,31,0,0,229,0,0,0,0,0,14,3,649,0,0,0,257,58,0,0,0,0,0,1061,0,9,0,0,4,46,0,0,0,11,822,0,89,1,0,233,1,1,0,2,89770,0,0,0,0,1,0
189,0,0,0,0,0,106,9,0,668,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,6,0,0,3546538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,22,0,0,0,0,0,16,0,62,0,0,0,66,96,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,15,0,3,0,0,16488,0,0,0,0,0,0
190,0,0,0,0,0,87,49,0,893,1,0,0,0,0,0,0,0,1,0,0,0,95,0,0,0,0,35,0,0,3055034,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,80,73,0,0,0,0,29,0,0,0,0,0,0,2,19,0,0,0,49,151,0,0,0,0,0,123,0,0,0,0,8,22,0,0,0,0,4,0,3,0,0,5,0,0,0,0,43535,0,0,0,0,0,0
191,0,0,0,0,0,184,27,0,759,1,0,0,0,0,0,0,0,0,0,1,2,67,0,0,0,1,38,0,0,4233108,0,0,0,0,0,6,0,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,13,2,0,2,0,0,47,0,0,0,0,0,12,0,27,0,0,0,53,29,0,0,0,0,0,126,0,0,0,0,13,23,0,0,0,0,43,0,5,0,0,7,0,0,0,0,379132,0,0,0,0,0,0
192,0,0,0,0,0,129,28,0,296,2,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3,8,0,0,1906532,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,132,0,2,0,0,39,0,0,0,0,0,16,0,5,0,0,0,8,11,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,544,0,4,0,0,2,0,0,0,0,298054,0,0,0,0,0,0
193,23,0,0,0,0,17,12,0,2303,2,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,71,0,0,3206561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,60,0,0,0,0,0,1,0,7,0,0,0,18,38,0,0,0,0,0,87,0,0,0,0,79,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,30342,0,0,0,0,0,0
194,0,0,0,0,0,76,45,0,1221,0,1,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,15,0,0,4404282,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,787,9,0,0,0,0,104,0,0,0,0,0,0,0,33,0,0,0,76,60,0,0,0,0,0,92,0,0,0,0,16,0,0,0,0,0,6,0,6,0,0,32,0,0,0,2,87098,0,0,0,0,0,0
195,0,0,0,0,0,197,3,0,629,2,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,31,0,0,3517078,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,39,24,0,0,0,0,76,0,0,0,0,0,2,74,8,0,0,0,36,38,0,0,0,0,0,287,0,0,0,0,17,1,0,0,0,0,0,0,5,0,0,12,0,0,0,0,101536,0,0,0,0,0,0
196,0,0,0,0,0,17,0,0,1207,71,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,314,78,0,0,1927447,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,36,13,0,10,0,0,20,0,0,0,0,0,10,34,38,0,0,0,32,0,0,0,0,0,0,600,0,0,0,0,0,38,0,0,0,0,23,0,6,0,0,17,0,0,0,0,22601,0,0,0,0,0,0
197,11,0,0,0,0,495,48,0,13021,10,63,3,0,2,0,0,0,0,0,0,2,336,0,0,0,32,2468,0,0,3527561,0,3,0,0,0,181,1,11,0,26,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,179,0,0,421,0,0,4,0,0,0,0,621,433,0,15,0,0,1804,0,0,28,0,0,10,5,1886,0,0,0,319,239,0,0,0,0,0,2317,0,0,0,0,55,122,0,0,4,0,2416,0,1678,0,1,683,0,28,0,2,119287,0,0,0,0,0,0
198,0,0,0,0,0,23,10,0,454,0,0,0,0,0,0,0,0,0,0,5,0,43,0,0,0,1,184,0,0,1542862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,32,128,0,0,0,0,33,0,0,0,0,0,0,0,50,0,0,0,21,78,0,0,0,0,0,28,0,0,0,0,10,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,34217,0,0,0,0,0,0
199,0,0,0,0,0,7,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,3,0,0,2486101,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,221,39,0,0,0,0,27,0,0,0,0,0,6,0,40,0,0,0,56,7,0,0,0,0,0,247,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9529,0,0,0,0,0,0
200,0,0,0,0,0,36,100,0,2664,26,9,0,0,1,0,0,0,0,0,1,10,446,0,0,0,5110,31,0,0,1843673,0,72,0,0,0,55,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,1,0,729,784,0,1,0,0,245,0,0,0,0,0,98,25,190,0,0,0,584,425,1,0,0,0,0,899,0,0,0,0,4,75,0,0,0,0,10,0,191,0,0,250,0,2,0,7,4144,0,0,0,0,0,0
201,0,0,0,0,0,47,14,0,195,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,9,0,0,1761199,0,0,0,0,0,122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,32,0,0,0,0,0,0,0,8,0,0,0,16,1,0,0,0,0,0,135,0,0,0,0,11,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,12534,0,0,0,0,0,0
202,0,0,0,0,0,8,71,0,686,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,1316197,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,44,0,0,0,0,0,6,0,8,0,1,0,158,6,0,0,0,0,0,713,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118779,0,0,0,0,0,0
203,16,0,1,0,0,101,124,0,38769,5,1,0,0,6,0,0,1,0,0,0,69,115,0,0,2,2,49,0,0,3747261,0,8,0,0,0,114,0,5,1,334,0,236,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,25937,1,0,0,0,0,0,0,0,0,2,958,16,0,61,0,0,91,0,3,1,0,1,14,11,430,0,7,0,38,2708,1,0,0,0,0,307,1,0,0,0,10,56,0,0,0,0,17,0,56,2,1,50,4,0,1,11,117021,0,0,0,0,0,0
204,3,0,0,0,0,656,163,0,13217,207,0,0,0,3,0,0,0,0,0,0,8,124,0,0,0,0,168,0,0,4708198,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,1691,5,0,26,0,0,23,0,0,1,0,0,0,3,339,0,1,0,23,111,0,0,0,0,0,192,0,0,0,0,19,26,0,0,0,0,7,0,18,0,0,47,0,0,0,7,374023,0,0,0,0,0,0
205,0,0,0,0,0,4,7,0,126,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,28,0,0,603008,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1855,2,0,1,0,0,64,0,0,0,0,0,0,0,49,0,0,0,2,6,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,1,51036,0,0,0,0,0,0
206,2,0,0,0,0,276,74,0,446,1,1,0,0,4,0,0,0,0,0,0,13,105,0,0,0,1,103,0,0,2832374,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,86,111427,11,0,12,0,0,39,0,0,1,0,0,1,0,301,0,0,0,114,155,0,0,0,0,0,20,0,0,0,0,24,17,0,0,0,0,17,0,4,0,0,11,0,0,1,4,477771,0,0,0,0,0,0
207,3,0,0,0,0,1142,66,0,361,0,0,0,0,0,0,0,0,0,0,0,8,107,0,0,0,3,2,0,0,134912,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,3772386,2,0,5,0,0,32,0,1,0,1,0,1,0,297,0,1,0,24,85,0,0,0,0,0,191,0,0,0,0,7,692,0,0,0,0,115,0,26,0,0,12,0,0,0,10,576873,0,0,0,0,0,0
208,4,0,0,0,0,28,69,0,27947,0,5,0,0,0,0,0,1,0,0,0,8,55,0,0,0,0,40,0,0,286189,0,3,0,0,1,9,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2531,0,0,0,0,0,0,0,0,1,0,1701065,8,0,21,0,0,48,0,0,0,0,0,0,0,1200,0,4,0,33,1000,0,0,0,0,0,112,1,159,0,0,8,1082,0,0,0,0,0,0,7,0,0,20,0,0,2,1,207409,0,0,0,0,0,0
209,3,0,0,0,0,3164,648,108,61051,128,0,95,0,3,0,0,10,2,0,1,15,40,0,0,2,0,1871,0,0,1262492,0,303,0,0,1,102,0,555,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3765,22,0,1,7,0,0,0,0,0,2,578391,5,59169,60,0,0,28,0,0,2,0,0,0,0,196,0,1,1,34,1448,0,0,0,0,0,329,0,0,0,0,383,29385,0,0,0,0,0,0,12,1,1,133,1,0,1,316,807246,0,0,0,0,0,0
210,7,0,0,0,0,106,92,0,112610,9,0,44,0,0,0,0,0,0,0,0,66,26,0,0,0,0,116,0,2,915168,0,84,5,0,0,6,0,38,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2670,1,26,0,0,0,1,0,2,0,0,44419,8,44,18,3,0,112,0,0,1,0,0,167,282,351,0,0,0,201,2237,0,0,0,0,0,399,0,0,0,0,1028,58287,121,0,0,0,66,0,16,2,1,88,0,0,0,12,551427,0,0,1,0,0,0
211,0,0,0,0,0,3237,161,0,147382,1,0,343,1093,0,0,0,71,74,0,0,0,94,0,0,0,1,116,0,0,2030397,0,226,0,0,0,6,0,173,0,53,0,0,0,0,0,0,70,468,0,0,0,0,0,0,3,0,0,0,17071,0,0,0,0,0,0,0,0,0,0,349875,39,15764,6,0,0,85,0,0,0,3,0,30,92,605,0,0,0,925,3419,0,0,0,0,0,394,0,0,0,0,574,83817,0,0,0,0,144,0,17,0,0,21,0,3,0,43,607723,0,0,0,0,0,0
212,0,0,0,0,0,2161,29,0,369663,316,0,474,522,1,0,0,27,172,0,0,0,66,0,0,0,0,3967,0,0,2269785,0,576,0,0,0,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,2,98,0,0,0,0,19533,0,0,0,1,0,0,0,0,0,0,18541,19,927,2,0,0,54,0,0,0,1,0,788,801,415,0,0,0,445,7126,0,0,0,0,0,1554,0,0,0,0,604,91298,2,0,0,0,1058,0,14,0,0,41,0,0,0,2,279870,0,0,0,0,0,0
213,0,0,0,0,0,434,0,0,266,0,0,0,0,0,0,0,0,204,0,0,0,45,0,0,0,0,6,0,0,1108028,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,769211,1,1,0,0,0,4,0,0,0,0,0,9,89,212,0,0,0,2,119,0,0,0,0,0,21,0,0,0,0,45,7976,0,0,0,0,0,0,3,0,0,1,0,0,0,3,114300,0,0,0,0,0,0
214,0,0,0,0,0,64,0,0,427,1,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,5,0,0,401968,0,1,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1308935,1,0,0,0,0,3,0,0,0,0,0,5,111,17,0,0,0,0,1516,0,0,0,0,0,52,0,0,0,0,45,4615,0,0,0,0,0,0,6,0,0,2,0,0,0,0,182800,0,0,0,0,0,0
215,0,0,0,0,0,249,15,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,46,0,0,256408,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,2864405,9,0,0,0,0,97,0,0,0,0,0,56,136,66,0,0,0,47,102,0,0,0,0,0,165,0,0,0,0,96,33,0,0,0,0,264,0,11,0,0,6,0,0,0,0,813914,0,0,0,0,0,0
216,1,0,0,0,0,130,73,0,1682,0,0,0,1,2,0,0,8,0,0,0,5,184,0,0,0,0,71,0,0,4365810,0,3,0,0,0,1,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,64028,35,0,2,0,0,74,0,0,0,1,0,3,25,165,0,0,0,42,460,0,0,0,0,0,458,0,0,0,0,32,16,0,0,0,0,189,0,22,0,0,219,0,0,0,1,367263,0,0,0,0,0,0
217,0,0,0,0,0,1,48,0,6506,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,15,0,0,2509508,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,125,10,0,0,0,0,21,0,0,0,0,0,13,3,24,0,0,0,16,30,0,0,0,0,0,34,0,0,0,0,4,127,0,0,0,0,13,0,22,0,0,22,0,0,0,0,45145,0,0,0,0,0,0
