district_id,population,males,females,literates,literate_males,literate_females,working,working_males,working_females,non_working,non_working_males,non_working_females
336,5167600,2653768,2513832,3480555,1878866,1601689,1842607,1554090,288517,3324993,1099678,2225315
337,10009781,5119389,4890392,7608693,4056046,3552647,3571624,2945189,626435,6438157,2174200,4263957
338,5519145,2814653,2704492,4078388,2211777,1866611,2152870,1713608,439262,3366275,1101045,2265230
339,3596674,1838095,1758579,2232992,1299337,933655,1466220,1050822,415398,2130454,787273,1343181
340,2930115,1496996,1433119,1624905,1002058,622847,1249642,801254,448388,1680473,695742,984731
341,4850029,2500819,2349210,3605206,1942824,1662382,1819845,1498170,321675,3030184,1002649,2027535
342,4496694,2356766,2139928,3588137,1926915,1661222,1795740,1412466,383274,2700954,944300,1756654
343,8161961,4173778,3988183,5531657,3043277,2488380,2964494,2356571,607923,5197467,1817207,3380260
344,5913457,3007885,2905572,4078412,2266913,1811499,2509159,1757358,751801,3404298,1250527,2153771
345,5095875,2629834,2466041,3923194,2149073,1774121,1910320,1516096,394224,3185555,1113738,2071817
346,1322784,683575,639209,653476,405161,248315,571431,335451,235980,751353,348124,403229
347,1042886,533935,508951,510061,303902,206159,397690,251213,146477,645196,282722,362474
348,716259,367222,349037,390249,238780,151469,257418,173993,83425,458841,193229,265612
349,2445474,1258098,1187376,1253475,783736,469739,1036277,623946,412331,1409197,634152,775045
350,1492073,775022,717051,793538,489837,303701,551467,383691,167776,940606,391331,549275
351,1313551,677927,635624,604519,376212,228307,552191,344019,208172,761360,333908,427452
352,1150567,589391,561176,483263,287303,195960,490202,295690,194512,660365,293701,366664
353,900422,452661,447761,352881,206989,145892,404584,234012,170572,495838,218649,277189
354,2684487,1405956,1278531,1722204,1014950,707254,844504,658851,185653,1839983,747105,1092878
355,2062330,1072807,989523,1273520,759088,514432,685368,507677,177691,1376962,565130,811832
356,461790,232629,229161,259707,149568,110139,221332,121605,99727,240458,111024,129434
357,2293919,1176902,1117017,1507699,856526,651173,837167,616249,220918,1456752,560653,896099
358,1939869,1006302,933567,1024563,621706,402857,713175,473042,240133,1226694,533260,693434
359,726978,369666,357312,350682,209706,140976,313379,180106,133273,413599,189560,224039
360,1734495,890881,843614,1013249,596113,417136,654636,423472,231164,1079859,467409,612450
361,949443,494230,455213,596497,350031,246466,312125,234202,77923,637318,260028,377290
362,1321442,668514,652928,672409,406275,266134,624779,367108,257671,696663,301406,395257
363,791042,404830,386212,426312,258260,168052,326631,214740,111891,464411,190090,274321
364,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,1771386,750970,1020416
365,531885,266335,265550,284575,164741,119834,259984,141123,118861,271901,125212,146689
366,1025213,514390,510823,559720,321795,237925,487508,264774,222734,537705,249616,288089
367,599578,300309,299269,343483,191991,151492,288645,159867,128778,310933,140442,170491
368,1502338,749385,752953,727561,439273,288288,694863,392690,302173,807475,356695,450780
369,1065056,544411,520645,612993,365332,247661,430051,283281,146770,635005,261130,373875
370,1481255,749161,732094,983783,557217,426566,762092,473305,288787,719163,275856,443307
371,579505,296690,282815,405879,228092,177787,247707,172018,75689,331798,124672,207126
372,1041099,526877,514222,703691,393192,310499,505840,313161,192679,535259,213716,321543
373,312520,158230,154290,197819,112649,85170,165435,92384,73051,147085,65846,81239
374,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,1220210,476460,743750
375,1801733,906487,895246,1052518,605119,447399,766514,498077,268437,1035219,408410,626809
376,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,1296204,558431,737773
377,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,1387822,501767,886055
378,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,1037738,350701,687037
379,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,973471,331432,642039
380,1136971,577865,559106,889027,481049,407978,403649,325589,78060,733322,252276,481046
381,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,1688105,590884,1097221
382,1827192,926034,901158,1290455,706396,584059,552234,486091,66143,1274958,439943,835015
383,1192811,612593,580218,829910,464093,365817,435533,340552,94981,757278,272041,485237
384,1273821,655718,618103,869456,494425,375031,526520,360947,165573,747301,294771,452530
385,962789,502636,460153,688362,392333,296029,343633,284591,59042,619156,218045,401111
386,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,1459480,521257,938223
387,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,1077054,366919,710135
388,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,2027259,789191,1238068
389,577817,282882,294935,262537,153663,108874,293933,155907,138026,283884,126975,156909
390,733110,359945,373165,399786,233900,165886,355349,193515,161834,377761,166430,211331
391,441162,221625,219537,271612,158648,112964,219457,125627,93830,221705,95998,125707
392,610183,311312,298871,398421,230393,168028,286661,181595,105066,323522,129717,193805
393,1648997,830097,818900,927260,545672,381588,720601,469956,250645,928396,360141,568255
394,610382,301962,308420,299383,180903,118480,305438,168155,137283,304944,133807,171137
395,1576869,787101,789768,802036,484177,317859,751930,447290,304640,824939,339811,485128
396,967911,471960,495951,407735,241959,165776,467122,258032,209090,500789,213928,286861
397,1220946,604812,616134,470379,286984,183395,610906,342641,268265,610040,262171,347869
398,1379647,678809,700838,568090,340843,227247,693406,384053,309353,686241,294756,391485
399,613192,303624,309568,244706,147001,97705,310666,170495,140171,302526,133129,169397
400,658917,334737,324180,397823,229923,167900,307071,185483,121588,351846,149254,202592
401,2359886,1193129,1166757,1187941,694686,493255,1155807,649888,505919,1204079,543241,660838
402,851669,424747,426922,495415,280656,214759,487360,263645,223715,364309,161102,203207
403,1493984,750278,743706,951639,542756,408883,690167,429211,260956,803817,321067,482750
404,1206640,612915,593725,748759,433391,315368,521186,333329,187857,685454,279586,405868
405,1619707,815717,803990,1019634,593679,425955,846466,478278,368188,773241,337439,435802
406,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,1460432,636107,824325
407,822526,412058,410468,414167,248503,165664,404156,217073,187083,418370,194985,223385
408,1537133,762855,774278,1008379,561355,447024,800092,436611,363481,737041,326244,410797
409,3343872,1682101,1661771,2303378,1284612,1018766,1496805,921729,575076,1847067,760372,1086695
410,4063872,2048186,2015686,2629749,1493158,1136591,1757664,1099964,657700,2306208,948222,1357986
411,1032754,511967,520787,637963,364089,273874,499260,291858,207402,533494,220109,313385
412,799781,397897,401884,546833,303924,242909,402895,226382,176513,396886,171515,225371
413,748941,373338,375603,456042,258298,197744,389359,217513,171846,359582,155825,203757
414,1413199,698487,714712,650863,382335,268528,726531,404364,322167,686668,294123,392545
415,139820,70104,69716,56621,33449,23172,71089,38186,32903,68731,31918,36813
416,533638,264142,269496,191237,116529,74708,286595,153294,133301,247043,110848,136195
417,255230,128663,126567,86919,54076,32843,134525,71591,62934,120705,57072,63633
418,687861,361784,326077,328025,208201,119824,277455,183788,93667,410406,177996,232410
419,1965970,1068417,897553,1179685,747652,432033,675993,525329,150664,1289977,543088,746889
420,1703005,926843,776162,1094917,676513,418404,520768,455775,64993,1182237,471068,711169
421,2032036,1090327,941709,1357210,803114,554096,685311,548820,136491,1346725,541507,805218
422,786754,420157,366597,491445,303815,187630,321160,225662,95498,465594,194495,271099
423,1726050,919795,806255,900846,573242,327604,759281,481001,278280,966769,438794,527975
424,1445166,760355,684811,747940,459353,288587,655318,402776,252542,789848,357579,432269
425,1762375,936121,826254,943033,572010,371023,751797,481518,270279,1010578,454603,555975
426,1016520,533480,483040,552559,332140,220419,431998,275375,156623,584522,258105,326417
427,2378458,1256257,1122201,1545719,908607,637112,1006035,682077,323958,1372423,574180,798243
428,1264219,661873,602346,747715,445737,301978,574595,367711,206884,689624,294162,395462
429,2228935,1157495,1071440,1371781,801051,570730,911349,590487,320862,1317586,567008,750578
430,2365106,1225100,1140006,1441757,845572,596185,991946,617184,374762,1373160,607916,765244
431,644758,330674,314084,356672,210907,145765,289691,175698,113993,355067,154976,200091
432,826067,422653,403414,508834,307889,200945,418682,245708,172974,407385,176945,230440
433,1340411,682851,657560,834591,502898,331693,679723,397714,282009,660688,285137,375551
434,1455069,738241,716828,825880,485090,340790,690980,411446,279534,764089,326795,437294
435,1986864,1016289,970575,1240990,730817,510173,897442,569425,328017,1089422,446864,642558
436,1512681,780520,732161,894612,543509,351103,717871,431857,286014,794810,348663,446147
437,1563715,805359,758356,925369,550716,374653,742676,451501,291175,821039,353858,467181
438,2185793,1112725,1073068,1077338,638479,438859,1027974,597079,430895,1157819,515646,642173
439,3276697,1699627,1577070,2309130,1289631,1019499,1268195,939055,329140,2008502,760572,1247930
440,1873046,953121,919925,986234,575428,410806,894119,518254,375865,978927,434867,544060
441,1385881,699340,686541,549926,313642,236284,653897,365928,287969,731984,333412,398572
442,1545814,790212,755602,804245,488797,315448,745603,429768,315835,800211,360444,439767
443,1458875,769568,689307,862918,512344,350574,550402,401583,148819,908473,367985,540488
444,2371061,1236130,1134931,1660690,920314,740376,867457,644960,222497,1503604,591170,912434
445,1311332,683743,627589,780362,469208,311154,586087,364559,221528,725245,319184,406061
446,1331597,700358,631239,820220,479093,341127,517838,370366,147472,813759,329992,483767
447,1575362,799236,776126,939769,529783,409986,786980,453887,333093,788382,345349,443033
448,570465,294838,275627,352550,203807,148743,230979,156852,74127,339486,137986,201500
449,1241350,648725,592625,810644,469199,341445,478082,345435,132647,763268,303290,459978
450,1292042,662013,630029,790773,460583,330190,543874,348410,195464,748168,313603,434565
451,2463289,1277278,1186011,1756468,980307,776161,1005624,705970,299654,1457665,571308,886357
452,1091854,568810,523044,718785,413491,305294,477818,323464,154354,614036,245346,368690
453,704524,351913,352611,378714,222759,155955,389925,203383,186542,314599,148530,166069
454,1054905,525272,529633,604962,348033,256929,559649,300235,259414,495256,225037,270219
455,2090922,1064468,1026454,1294198,731294,562904,957984,582263,375721,1132938,482205,650733
456,1379131,695879,683252,864194,485341,378853,684434,394660,289774,694697,301219,393478
457,1701698,842178,859520,1147623,626468,521155,893014,488610,404404,808684,353568,455116
458,1241519,649362,592157,653980,400537,253443,514897,335454,179443,726622,313908,412714
459,845071,443837,401234,469109,290304,178805,315270,231829,83441,529801,212008,317793
460,1066063,540021,526042,604194,348761,255433,493057,292402,200655,573006,247619,325387
461,749237,379114,370123,436595,254120,182475,346471,207401,139070,402766,171713,231053
462,1127033,575912,551121,600785,353030,247755,461760,284289,177471,665273,291623,373650
463,1178273,613637,564636,585054,359923,225131,499439,304234,195205,678834,309403,369431
464,1025048,515023,510025,352081,214582,137499,515121,265489,249632,509927,249534,260393
465,728999,362542,366457,209754,120905,88849,366797,188698,178099,362202,173844,188358
466,1310061,674329,635732,731615,432259,299356,612976,369676,243300,697085,304653,392432
467,757847,388504,369343,408679,233073,175606,328339,211925,116414,429508,176579,252929
468,2092371,1096737,995634,1252319,739239,513080,776228,624704,151524,1316143,472033,844110
469,3120506,1610379,1510127,1704923,1048402,656521,1248600,836268,412332,1871906,774111,1097795
470,1343734,694397,649337,837913,494631,343282,554830,383074,171756,788904,311323,477581
471,2035064,1056520,978544,1502645,847499,655146,812064,588699,223365,1223000,467821,755179
472,2428589,1244231,1184358,1578734,918625,660109,1084878,681435,403443,1343711,562796,780915
473,1391753,723864,667889,1030494,582686,447808,534976,408075,126901,856777,315789,540988
474,7214225,3788051,3426174,5435760,3025463,2410297,2594952,2127547,467405,4619273,1660504,2958769
475,1756268,909917,846351,1093626,643221,450405,723500,504038,219462,1032768,405879,626889
476,3804558,1974445,1830113,2725056,1514075,1210981,1479050,1159480,319570,2325508,814965,1510543
477,2160119,1114192,1045927,1396534,795140,601394,847440,646822,200618,1312679,467370,845309
478,585449,300209,285240,393678,221621,172057,231169,174118,57051,354280,126091,228189
479,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,1619373,602497,1016876
480,1514190,771049,743141,995459,558180,437279,657139,453642,203497,857051,317407,539644
481,2880365,1490201,1390164,1887255,1087371,799884,1150632,838781,311851,1729733,651420,1078313
482,2092745,1087224,1005521,1551253,874481,676772,844794,627561,217233,1247951,459663,788288
483,2299885,1185727,1114158,1660243,942480,717763,933983,674586,259397,1365902,511141,854761
484,2390776,1226961,1163815,1440805,858054,582751,1097507,673565,423942,1293269,553396,739873
485,2127086,1068651,1058435,1007171,599035,408136,999124,540881,458243,1127962,527770,600192
486,4165626,2153736,2011890,2893080,1614087,1278993,1693473,1233312,460161,2472153,920424,1551729
487,590297,301086,289211,370336,211767,158569,294795,174282,120513,295502,126804,168698
488,1551019,805707,745312,1118276,623047,495229,627124,468919,158205,923895,336788,587107
489,228291,113821,114470,140968,77314,63654,118257,61329,56928,110034,52492,57542
490,1329672,678165,651507,1001909,539471,462438,591834,407881,183953,737838,270284,467554
491,1705678,887222,818456,1170657,655528,515129,743245,516188,227057,962433,371034,591399
492,6081322,3402224,2679098,4571410,2687468,1883942,2553542,2142819,410723,3527780,1259405,2268375
493,807022,402188,404834,490036,269007,221029,450902,251049,199853,356120,151139,204981
494,52074,25642,26432,38058,20327,17731,15750,12932,2818,36324,12710,23614
495,191173,124659,66514,150348,104316,46032,105521,94502,11019,85652,30157,55495
496,343709,193760,149949,223230,142521,80709,157161,119293,37868,186548,74467,112081
497,1648295,833170,815125,906509,512099,394410,792065,442898,349167,856230,390272,465958
498,2050862,1054031,996831,1293916,723388,570528,936370,570448,365922,1114492,483583,630909
499,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,2366346,1010893,1355453
500,2586258,1337560,1248698,1879874,1048892,830982,1219641,734024,485617,1366617,603536,763081
501,1813906,932334,881572,1411281,758977,652304,768154,520362,247792,1045752,411972,633780
502,1197160,620302,576858,869917,487703,382214,569792,340353,229439,627368,279949,347419
503,2888445,1480768,1407677,2251875,1207104,1044771,1236322,837577,398745,1652123,643191,1008932
504,1300774,668385,632389,1019458,552617,466841,608235,392316,215919,692539,276069,416470
505,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,2785010,1050764,1734246
506,1200334,605520,594814,899860,488709,411151,597305,345054,252251,603029,260466,342563
507,1322507,661554,660953,1004243,542837,461406,665419,383151,282268,657088,278403,378685
508,1072942,541328,531614,708365,395110,313255,584237,323338,260899,488705,217990,270715
509,2204307,1123834,1080473,1578615,872565,706050,1058172,648565,409607,1146135,475269,670866
510,2772348,1419965,1352383,2022574,1115980,906594,1355999,815475,540524,1416349,604490,811859
511,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,1867339,804843,1062496
512,1177345,606294,571051,790743,450551,340192,569182,330903,238279,608163,275391,332772
513,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,1013289,441448,571841
514,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,1028160,466443,561717
515,3701282,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,2126203,908605,1217598
516,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,3343859,1410900,1932959
517,11060148,5865078,5195070,8227161,4591396,3635765,4492767,3363123,1129644,6567381,2501955,4065426
518,9356962,5031323,4325639,7575485,4223029,3352456,3735021,2944322,790699,5621941,2087001,3534940
519,3085411,1684608,1400803,2509022,1410680,1098342,1284396,1021009,263387,1801015,663599,1137416
520,2634200,1344345,1289855,1939994,1059692,880302,1072969,753843,319126,1561231,590502,970729
521,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,5380415,2114289,3266126
522,4543159,2342825,2200334,3151890,1773355,1378535,2204590,1300309,904281,2338569,1042516,1296053
523,2585049,1349106,1235943,1718507,987185,731322,1255548,727819,527729,1329501,621287,708214
524,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,1407339,603122,804217
525,1657576,861535,796041,1137810,644304,493506,773916,473795,300121,883660,387740,495920
526,4317756,2227852,2089904,2910676,1651266,1259410,1898395,1206933,691462,2419361,1020919,1398442
527,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,1648794,666037,982757
528,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,900993,354113,546880
529,849651,417332,432319,666067,348289,317778,347178,229676,117502,502473,187656,314817
530,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,2171947,855454,1316493
531,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,1607039,635514,971525
532,2741239,1369597,1371642,1483347,856350,626997,1323667,748939,574728,1417572,620658,796914
533,2551335,1250641,1300694,1389810,790214,599596,1261076,684320,576756,1290259,566321,723938
534,3776269,1880800,1895469,2206829,1257238,949591,1876768,1049463,827305,1899501,831337,1068164
535,3033288,1523030,1510258,1637137,953406,683731,1442203,837874,604329,1591085,685156,905929
536,3943323,2018575,1924748,2892155,1542688,1349467,1413297,1045585,367712,2530026,972990,1557036
537,5296741,2701008,2595733,3538028,1948784,1589244,2196078,1488916,707162,3100663,1212092,1888571
538,4053028,2050386,2002642,1940646,1158386,782260,2082501,1140067,942434,1970527,910319,1060208
539,3488809,1759772,1729037,2001019,1160757,840262,1741693,976428,765265,1747116,783344,963772
540,3512576,1759281,1753295,2065023,1179790,885233,1705655,960926,744729,1806921,798355,1008566
541,2797370,1390988,1406382,1630234,901640,728594,1410062,802906,607156,1387308,588082,799226
542,2703114,1341738,1361376,1495381,857824,637557,1290288,766483,523805,1412826,575255,837571
543,2344474,1161477,1182997,1238388,707503,530885,1157962,679289,478673,1186512,482188,704324
544,4290589,2138910,2151679,2568249,1422878,1145371,1889879,1239064,650815,2400710,899846,1500864
545,5154296,2569688,2584608,3288577,1716933,1571644,2093681,1545831,547850,3060615,1023857,2036758
546,3936966,1964918,1972048,2652389,1379223,1273166,1773112,1199338,573774,2163854,765580,1398274
547,4517398,2267375,2250023,3009718,1598959,1410759,2048880,1327299,721581,2468518,940076,1528442
548,4887813,2440521,2447292,2960441,1634726,1325715,2381624,1442370,939254,2506189,998151,1508038
549,3397448,1714764,1682684,1904435,1107686,796749,1700567,991842,708725,1696881,722922,973959
550,2963557,1492974,1470583,1832189,1011922,820267,1314561,859880,454681,1648996,633094,1015902
551,2882469,1451777,1430692,1716766,994699,722067,1320404,823886,496518,1562065,627891,934174
552,4053463,2039227,2014236,2127161,1246369,880792,2029425,1164122,865303,2024038,875105,1148933
553,4081148,2064495,2016653,2310960,1338474,972486,2036166,1208544,827622,2044982,855951,1189031
554,4174064,2090204,2083860,2667878,1484794,1183084,1933357,1202223,731134,2240707,887981,1352726
555,4779661,2423063,2356598,3052032,1725548,1326484,2105668,1372422,733246,2673993,1050641,1623352
556,1889752,950111,939641,1113412,641388,472024,818081,511575,306506,1071671,438536,633135
557,2177331,1111022,1066309,1248268,730566,517702,927722,580111,347611,1249609,530911,718698
558,1703300,870665,832635,1042673,597198,445475,702608,459050,243558,1000692,411615,589077
559,1928812,964511,964301,979769,577213,402556,903413,530373,373040,1025399,434138,591261
560,1389920,699926,689994,809085,468785,340300,654766,387974,266792,735154,311952,423202
561,1064570,537147,527423,700177,397178,302999,495722,310412,185310,568848,226735,342113
562,1847023,937206,909817,1301664,711776,589888,784833,543776,241057,1062190,393430,668760
563,1437169,726256,710913,1081906,582099,499807,608526,430565,177961,828643,295691,532952
564,1597668,819128,778540,1085443,603793,481650,730066,490731,239335,867602,328397,539205
565,2452595,1236954,1215641,1421621,813440,608181,1116880,703258,413622,1335715,533696,802019
566,1659456,840843,818613,1087392,607188,480204,856587,513311,343276,802869,327532,475337
567,1945497,986400,959097,1308540,720637,587903,875207,585639,289568,1070290,400761,669529
568,1752753,877415,875338,1263016,674938,588078,780598,534487,246111,972155,342928,629227
569,1177361,562131,615230,926429,465704,460725,513241,335399,177842,664120,226732,437388
570,1137961,566622,571339,818345,438257,380088,565774,357889,207885,572187,208733,363454
571,2678980,1350594,1328386,1813391,1006024,807367,1354646,837512,517134,1324334,513082,811252
572,9621551,5022661,4598890,7512276,4078041,3434235,4246927,3115361,1131566,5374624,1907300,3467324
573,1805769,905085,900684,1149649,638668,510981,871408,575203,296205,934361,329882,604479
574,1776421,883667,892754,1225256,668836,556420,903580,560452,343128,872841,323215,549626
575,2089649,1034714,1054935,1666323,864019,802304,997721,620903,376818,1091928,413811,678117
576,554519,274608,279911,412877,215302,197575,278938,172100,106838,275581,102508,173073
577,3001127,1511600,1489527,1962180,1063766,898414,1314268,921803,392465,1686859,589797,1097062
578,1020791,512231,508560,565279,312957,252322,481693,324326,157367,539098,187905,351193
579,2566326,1301755,1264571,1427368,828359,599009,1087028,680001,407027,1479298,621754,857544
580,1174271,590329,583942,510003,306751,203252,547696,317135,230561,626575,273194,353381
581,1536401,776396,760005,1016219,564110,452109,717872,454048,263824,818529,322348,496181
582,1255104,636437,618667,783222,442158,341064,639778,384452,255326,615326,251985,363341
583,990923,509172,481751,688749,385311,303438,459891,315499,144392,531032,193673,337359
584,1082636,548008,534628,674758,378461,296297,531459,344349,187110,551177,203659,347518
585,818008,416677,401331,663060,351738,311322,327658,239125,88533,490350,177552,312798
586,640537,322463,318074,502427,264085,238342,249590,180411,69179,390947,142052,248895
587,64473,33123,31350,52553,28023,24530,18753,15318,3435,45720,17805,27915
588,1307375,628613,678762,1037492,516476,521016,462998,325095,137903,844377,303518,540859
589,2523003,1181446,1341557,2138434,1012956,1125478,824116,609377,214739,1698887,572069,1126818
590,817420,401684,415736,645585,328136,317449,340077,228639,111438,477343,173045,304298
591,3086293,1470942,1615351,2615443,1266939,1348504,948981,752333,196648,2137312,718609,1418703
592,4112920,1960328,2152592,3311315,1597404,1713911,1062424,898157,164267,3050496,1062171,1988325
593,2809934,1359478,1450456,2239492,1122600,1116892,1042340,746121,296219,1767594,613357,1154237
594,3121200,1480763,1640437,2678548,1282261,1396287,1095727,789511,306216,2025473,691252,1334221
595,3282388,1619557,1662831,2855676,1425723,1429953,1249343,913249,336094,2033045,706308,1326737
596,1108974,552808,556166,923010,471881,451129,516363,331710,184653,592611,221098,371513
597,1974551,968289,1006262,1749798,861592,888206,735735,530322,205413,1238816,437967,800849
598,2127789,1013142,1114647,1852797,890552,962245,804471,536738,267733,1323318,476404,846914
599,1197412,561716,635696,1062553,499181,563372,392794,281854,110940,804618,279862,524756
600,2635375,1246968,1388407,2240273,1074345,1165928,912025,644362,267663,1723350,602606,1120744
601,3301427,1581678,1719749,2785408,1354857,1430551,1231669,864101,367568,2069758,717577,1352181
602,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,2190050,772499,1417551
603,4646732,2335844,2310888,3776276,1968079,1808197,1817297,1369302,447995,2829435,966542,1862893
604,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,2324438,831650,1492788
605,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,2247001,837814,1409187
606,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,1226698,496894,729804
607,3458873,1740819,1718054,2195776,1234479,961297,1703249,1017383,685866,1755624,723436,1032188
608,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,1787896,697774,1090122
609,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,828356,337817,490539
610,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,1055971,397785,658186
611,735394,360143,375251,569647,299447,270200,349974,212172,137802,385420,147971,237449
612,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,1054620,415469,639151
613,1064493,528184,536309,727044,401726,325318,543298,329034,214264,521195,199150,322045
614,2722290,1352284,1370006,2038981,1087765,951216,1213979,789206,424773,1508311,563078,945233
615,565223,282157,283066,375823,208011,167812,299726,162639,137087,265497,119518,145979
616,754894,374703,380191,480604,269582,211022,359851,212547,147304,395043,162156,232887
617,2605914,1311697,1294217,1815281,1000322,814959,1169880,749633,420247,1436034,562064,873970
618,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,944456,336953,607503
619,1264277,626693,637584,946471,503085,443386,540168,369853,170315,724109,256840,467269
620,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,1431811,501933,929878
621,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,856652,332089,524563
622,1339101,668672,670429,959744,526304,433440,620171,391305,228866,718930,277367,441563
623,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,1683620,623771,1059849
624,1245899,625683,620216,870080,479403,390677,591642,368900,222742,654257,256783,397474
625,1942288,967709,974579,1398788,760375,638413,950158,579111,371047,992130,388598,603532
626,1353445,682658,670787,978946,536487,442459,602977,392751,210226,750468,289907,460561
627,1750176,865021,885155,1349697,703106,646591,748095,503727,244368,1002081,361294,640787
628,3077233,1520912,1556321,2273457,1210710,1062747,1436454,876175,560279,1640779,644737,996042
629,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,1190754,401716,789038
630,1506843,774303,732540,917709,527599,390110,751170,446057,305113,755673,328246,427427
631,1879809,960232,919577,1187958,667062,520896,877779,561634,316145,1002030,398598,603432
632,3458045,1729297,1728748,2635907,1394790,1241117,1567950,1083125,484825,1890095,646172,1243923
633,2479052,1246159,1232893,1760566,959623,800943,1266137,819783,446354,1212915,426376,786539
634,55626,27301,28325,39274,19919,19355,16760,14047,2713,38866,13254,25612
635,950289,468258,482031,726649,380946,345703,348105,256652,91453,602184,211606,390578
636,41816,19143,22673,36470,16610,19860,11802,9093,2709,30014,10050,19964
637,200222,97809,102413,154916,79903,75013,68301,53139,15162,131921,44670,87251
638,36842,20727,16115,25332,15397,9935,17125,12714,4411,19717,8013,11704
639,105597,54861,50736,78683,43186,35497,38579,30612,7967,67018,24249,42769
640,238142,127283,110859,190266,105794,84472,96831,77563,19268,141311,49720,91591
